sra_experiment_id	sra_run_id	sra_project_id	sra_biosample_id	num_of_bases	file_size	published	source	strategy	layout	library_name	selection	instrument	file_type	reads_unaligned	identified_reads	taxonomy_id	lineage	percent_identified	gc_content
SRX13313080	SRR17128606	PRJNA231221	SAMN22091684	5892871640	1950792841	12/4/21 3:26	GENOMIC	WGS	PAIRED	IL100190022	RANDOM	Illumina NovaSeq 6000	fastq	70827	19441993	622312	Bacteria|Firmicutes|Clostridia|Eubacteriales|Lachnospiraceae|Roseburia|Roseburia inulinivorans DSM 16841	0.996370232	0.419249005
SRX6428731	SRR9668151	PRJNA231221	SAMN11056507	2615309314	8936377841	7/10/19 18:00	GENOMIC	WGS	SINGLE	PL100100531-1	RANDOM	PacBio RS	pacbio_native	82271	81211	1428	Bacteria|Firmicutes|Bacilli|Bacillales|Bacillaceae|Bacillus|Bacillus cereus group|Bacillus thuringiensis	0.496758053	0.372959018
SRX729649	SRR1608939	PRJNA231221	SAMN02934512	1005755335	3588517506	10/9/14 21:41	GENOMIC	WGS	SINGLE	PL100041257A-1	RANDOM	PacBio RS	pacbio_native	94614	68868	582	Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Morganellaceae|Morganella|Morganella morganii	0.421257386	0.497400353
SRX10063246	SRR13673804	PRJNA231221	SAMN16357439	1883123114	839929606	2/9/21 19:07	GENOMIC	WGS	PAIRED	IL100148262	RANDOM	Illumina HiSeq 4000	fastq	11751	6223756	562	Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Escherichia|Escherichia coli	0.99811547	0.493057953
SRX9619209	SRR13181163	PRJNA231221	SAMN16357332	3018011445	763390776	12/2/20 10:32	GENOMIC	WGS	SINGLE	PL100132591A-1	RANDOM	Sequel	bam	91038	481848	39791	Bacteria|Actinobacteria|Corynebacteriales|Corynebacteriaceae|Corynebacterium|Corynebacterium glucuronolyticum	0.841088803	0.578541326
SRX13301939	SRR17117384	PRJNA231221	SAMN22091661	789767902	199438896	12/3/21 12:41	GENOMIC	WGS	SINGLE	PL100181618-1	RANDOM	Sequel	bam	6078	76867	1767	Bacteria|Actinobacteria|Corynebacteriales|Mycobacteriaceae|Mycobacterium|Mycobacterium avium complex (MAC)|Mycobacterium intracellulare	0.926722527	0.657531621
SRX9620199	SRR13182318	PRJNA231221	SAMN16357365	2370259986	1033505264	12/2/20 11:34	GENOMIC	WGS	PAIRED	IL100144157	RANDOM	Illumina HiSeq 4000	fastq	27838	7820705	2778072	Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Bacteroidaceae|Bacteroides|Bacteroides sp|Bacteroides sp FDAARGOS 1223	0.9964531	0.440696373
SRX9619657	SRR13181611	PRJNA231221	SAMN16357345	2407414442	1143941204	12/2/20 11:13	GENOMIC	WGS	PAIRED	IL100142439	RANDOM	Illumina HiSeq 4000	fastq	52029	7919542	28454	Bacteria|Bacteroidetes|Sphingobacteriia|Sphingobacteriales|Sphingobacteriaceae|Sphingobacterium|Sphingobacterium multivorum	0.993473181	0.39805098
SRX4999963	SRR8179890	PRJNA231221	SAMN10163208	1917864288	742120862	11/9/18 14:43	GENOMIC	WGS	PAIRED	IL100073646	RANDOM	Illumina HiSeq 4000	fastq	438561	5911983	1314	Bacteria|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus pyogenes	0.930941192	0.38331475
SRX4998657	SRR8178556	PRJNA231221	SAMN10163182	1005623003	3565757650	11/9/18 10:22	GENOMIC	WGS	SINGLE	PL100073029-1	RANDOM	PacBio RS	pacbio_native	131866	31616	2420303	Bacteria|Proteobacteria|Gammaproteobacteria|Pseudomonadales|Moraxellaceae|Acinetobacter|Acinetobacter sp. FDAARGOS_558	0.193391321	0.390699569
SRX5764102	SRR8984839	PRJNA231221	SAMN11056349	1703429387	5953757788	4/29/19 13:52	GENOMIC	WGS	SINGLE	PL100073711-1	RANDOM	PacBio RS	pacbio_native	88275	75207	518	Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Alcaligenaceae|Bordetella|Bordetella bronchiseptica	0.460032297	0.646834995
SRX5936391	SRR9163511	PRJNA231221	SAMN11056407	1915476797	6649494962	5/30/19 18:09	GENOMIC	WGS	SINGLE	PL100081664-1	RANDOM	PacBio RS	pacbio_native	92790	70692	623	Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Shigella|Shigella flexneri	0.432414578	0.496059343
SRX8574224	SRR12045546	PRJNA231221	SAMN13450432	1528295874	5665037048	6/18/20 14:05	GENOMIC	WGS	SINGLE	PL100106704-1	RANDOM	PacBio RS	pacbio_native	124737	38745	33889	Bacteria|Actinobacteria|Micrococcales|Brevibacteriaceae|Brevibacterium|Brevibacterium casei	0.236998569	0.628543136
SRX5764072	SRR8984811	PRJNA231221	SAMN11056364	1509631302	5260609585	4/29/19 13:51	GENOMIC	WGS	SINGLE	PL100073763-1	RANDOM	PacBio RS	pacbio_native	91097	72385	40324	Bacteria|Proteobacteria|Gammaproteobacteria|Xanthomonadales|Xanthomonadaceae|Stenotrophomonas|Stenotrophomonas maltophilia group|Stenotrophomonas maltophilia	0.442770458	0.630214078
SRX5849320	SRR9073716	PRJNA231221	SAMN11056371	4907575198	1954792259	5/16/19 16:54	GENOMIC	WGS	PAIRED	IL100084852	RANDOM	Illumina HiSeq 4000	fastq	134117	16116132	5476	Eukaryota|Fungi|Dikarya|Ascomycota|Saccharomycotina|Saccharomycetes|Saccharomycetales|Debaryomycetaceae|Candida/Lodderomyces clade|Candida|Candida albicans	0.991746773	0.339203724
SRX1384957	SRR2820656	PRJNA231221	SAMN03996287	752239094	2939675561	10/26/15 22:42	GENOMIC	WGS	SINGLE	PL100045874-1	RANDOM	PacBio RS	pacbio_native	126967	36515	28035	Bacteria|Firmicutes|Bacilli|Bacillales|Staphylococcaceae|Staphylococcus|Staphylococcus lugdunensis	0.223357923	0.47427724
SRX4999213	SRR8179112	PRJNA231221	SAMN10163195	541190728	1993823403	11/9/18 12:09	GENOMIC	WGS	SINGLE	PL100073044-1	RANDOM	PacBio RS	pacbio_native	135274	28208	287	Bacteria|Proteobacteria|Gammaproteobacteria|Pseudomonadales|Pseudomonadaceae|Pseudomonas|Pseudomonas aeruginosa	0.17254499	0.605021128
SRX1384948	SRR2820642	PRJNA231221	SAMN03996285	764950228	3069269949	10/26/15 21:54	GENOMIC	WGS	SINGLE	PL100045872-1	RANDOM	PacBio RS	pacbio_native	131566	31916	28035	Bacteria|Firmicutes|Bacilli|Bacillales|Staphylococcaceae|Staphylococcus|Staphylococcus lugdunensis	0.195226386	0.555156731
SRX5764068	SRR8984805	PRJNA231221	SAMN11056362	1842292174	6335658261	4/29/19 13:53	GENOMIC	WGS	SINGLE	PL100073761-1	RANDOM	PacBio RS	pacbio_native	85860	77622	1134687	Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Klebsiella/Raoultella group|Klebsiella|Klebsiella michiganensis	0.474804566	0.529799564
SRX8575929	SRR12047345	PRJNA231221	SAMN13450412	2178904934	978276320	6/18/20 20:11	GENOMIC	WGS	PAIRED	IL100114096	RANDOM	Illumina HiSeq 4000	fastq	25345	7189572	29379	Bacteria|Firmicutes|Bacilli|Bacillales|Staphylococcaceae|Staphylococcus|Staphylococcus auricularis	0.996487139	0.372013664
SRX9620205	SRR13182324	PRJNA231221	SAMN16357368	5866353020	2556278909	12/2/20 11:46	GENOMIC	WGS	PAIRED	IL100144923	RANDOM	Illumina HiSeq 4000	fastq	65347	19359663	818	Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Bacteroidaceae|Bacteroides|Bacteroides thetaiotaomicron	0.996635935	0.431190385
SRX6755643	SRR10017684	PRJNA231221	SAMN11077991	235609556	124640393	8/26/19 15:00	VIRAL RNA	WGS	PAIRED	IL100097719	cDNA	Illumina MiSeq	fastq	25022	366356	12637	Viruses|Riboviria|Orthornavirae|Kitrinoviricota|Flasuviricetes|Amarillovirales|Flaviviridae|Flavivirus|Dengue virus	0.936066923	0.463654437
SRX9295393	SRR12827754	PRJNA231221	SAMN16357176	2861654390	9705642619	10/18/20 10:01	GENOMIC	WGS	SINGLE	PL100108181-1	RANDOM	PacBio RS	pacbio_native	93262	70220	1254	Bacteria|Firmicutes|Bacilli|Lactobacillales|Lactobacillaceae|Pediococcus|Pediococcus acidilactici group|Pediococcus acidilactici	0.42952741	0.411412272
SRX10063855	SRR13674414	PRJNA231221	SAMN16357487	2310718874	755150180	2/10/21 0:16	GENOMIC	WGS	PAIRED	IL100148153	RANDOM	Illumina NovaSeq 6000	fastq	16764	7634623	1496	Bacteria|Firmicutes|Clostridia|Eubacteriales|Peptostreptococcaceae|Clostridioides|Clostridioides difficile	0.997809025	0.284120842
SRX4997091	SRR8176976	PRJNA231221	SAMN10163171	4197842280	1661411370	11/8/18 16:48	GENOMIC	WGS	PAIRED	IL100071123	RANDOM	Illumina HiSeq 4000	fastq	138301	13761839	2420302	Bacteria|Proteobacteria|Gammaproteobacteria|Pseudomonadales|Moraxellaceae|Acinetobacter|Acinetobacter sp. FDAARGOS_495	0.990050388	0.39053789
SRX6428970	SRR9668390	PRJNA231221	SAMN11056512	3040449326	1279815929	7/11/19 11:06	GENOMIC	WGS	PAIRED	IL100102597	RANDOM	Illumina HiSeq 4000	fastq	172201	9895512	1396	Bacteria|Firmicutes|Bacilli|Bacillales|Bacillaceae|Bacillus|Bacillus cereus group|Bacillus cereus	0.982895718	0.355162243
SRX13600596	SRR17429248	PRJNA231221	SAMN16357621	176525664	87134459	1/4/22 15:00	VIRAL RNA	WGS	PAIRED	IL100144133	cDNA	Illumina MiSeq	fastq	99639	193593	186538	Viruses|Riboviria|Orthornavirae|Negarnaviricota|Haploviricotina|Monjiviricetes|Mononegavirales|Filoviridae|Ebolavirus|Zaire ebolavirus	0.660204207	0.416799316
SRX9295378	SRR12827740	PRJNA231221	SAMN16357169	1163300011	4077407407	10/18/20 9:58	GENOMIC	WGS	SINGLE	PL100108174-1	RANDOM	PacBio RS	pacbio_native	112729	50753	729	Bacteria|Proteobacteria|Gammaproteobacteria|Pasteurellales|Pasteurellaceae|Haemophilus|Haemophilus parainfluenzae	0.31045008	0.393464386
SRX6428965	SRR9668384	PRJNA231221	SAMN11056510	1072193823	3744979110	7/11/19 10:35	GENOMIC	WGS	SINGLE	PL100100534-1	RANDOM	PacBio RS	pacbio_native	109736	53746	1428	Bacteria|Firmicutes|Bacilli|Bacillales|Bacillaceae|Bacillus|Bacillus cereus group|Bacillus thuringiensis	0.328757906	0.366982434
SRX2717957	SRR5427932	PRJNA231221	SAMN06173352	1189304492	760990834	4/6/17 16:54	GENOMIC	WGS	PAIRED	IL100061036	RANDOM	Illumina HiSeq 2500	fastq	71647	5815999	1351	Bacteria|Firmicutes|Bacilli|Lactobacillales|Enterococcaceae|Enterococcus|Enterococcus faecalis	0.98783096	0.370385784
SRX6755649	SRR10017690	PRJNA231221	SAMN11078003	248347274	129954204	8/26/19 15:00	VIRAL RNA	WGS	PAIRED	IL100097887	cDNA	Illumina MiSeq	fastq	231709	180828	11089	Viruses|Riboviria|Orthornavirae|Kitrinoviricota|Flasuviricetes|Amarillovirales|Flaviviridae|Flavivirus|Yellow fever virus	0.438331592	0.46882184
SRX9400350	SRR12936659	PRJNA231221	SAMN16357284	281200567	1129784245	10/29/20 16:26	GENOMIC	WGS	SINGLE	PL100132602-1	RANDOM	PacBio RS	pacbio_native	151033	12449	43770	Bacteria|Actinobacteria|Corynebacteriales|Corynebacteriaceae|Corynebacterium|Corynebacterium striatum	0.076149056	0.522650504
SRX10060852	SRR13670128	PRJNA231221	SAMN16357420	2640763802	1071003411	2/9/21 17:25	GENOMIC	WGS	PAIRED	IL100148051	RANDOM	Illumina HiSeq 4000	fastq	11049	8733202	562	Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Escherichia|Escherichia coli	0.998736427	0.502742186
SRX9620576	SRR13182697	PRJNA231221	SAMN16357393	3507308408	1776302588	12/2/20 12:34	GENOMIC	WGS	PAIRED	IL100148017	RANDOM	Illumina HiSeq 4000	fastq	48923	11564681	562	Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Escherichia|Escherichia coli	0.99578744	0.505880243
SRX13600607	SRR17429260	PRJNA231221	SAMN16357627	111919503	61564631	1/4/22 15:00	VIRAL RNA	AMPLICON	PAIRED	IL100148726	RACE	Illumina MiSeq	fastq	138244	139052	186538	Viruses|Riboviria|Orthornavirae|Negarnaviricota|Haploviricotina|Monjiviricetes|Mononegavirales|Filoviridae|Ebolavirus|Zaire ebolavirus	0.501456927	0.34998741
SRX9295405	SRR12827768	PRJNA231221	SAMN16357178	2523333287	8786906792	10/18/20 9:58	GENOMIC	WGS	SINGLE	PL100108183-1	RANDOM	PacBio RS	pacbio_native	105346	58136	1255	Bacteria|Firmicutes|Bacilli|Lactobacillales|Lactobacillaceae|Pediococcus|Pediococcus pentosaceus	0.355611015	0.374698243
SRX10063868	SRR13674428	PRJNA231221	SAMN16357493	2341967116	738271469	2/10/21 0:30	GENOMIC	WGS	PAIRED	IL100148159	RANDOM	Illumina NovaSeq 6000	fastq	18784	7736074	562	Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Escherichia|Escherichia coli	0.997577776	0.494246508
SRX13600614	SRR17429274	PRJNA231221	SAMN16357633	30913904	17237352	1/4/22 15:00	VIRAL RNA	WGS	PAIRED	IL100144145	cDNA	Illumina MiSeq	fastq	16994	34358	186538	Viruses|Riboviria|Orthornavirae|Negarnaviricota|Haploviricotina|Monjiviricetes|Mononegavirales|Filoviridae|Ebolavirus|Zaire ebolavirus	0.669068391	0.442048439
SRX2711169	SRR5419638	PRJNA231221	SAMN06173335	1316310982	844731756	4/5/17 16:42	GENOMIC	WGS	PAIRED	IL100061028	RANDOM	Illumina HiSeq 2500	fastq	127430	6388961	1351	Bacteria|Firmicutes|Bacilli|Lactobacillales|Enterococcaceae|Enterococcus|Enterococcus faecalis	0.980444697	0.369120211
SRX3046127	SRR5878897	PRJNA231221	SAMN07312454	3364017864	1347725690	7/28/17 16:12	GENOMIC	WGS	PAIRED	IL100066503	RANDOM	Illumina HiSeq 4000	fastq	905622	10233510	329	Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Burkholderiaceae|Ralstonia|Ralstonia pickettii	0.918699051	0.650740732
SRX3092892	SRR5932752	PRJNA231221	SAMN07312505	3025937018	10333241259	8/16/17 23:31	GENOMIC	WGS	SINGLE	PL100062002A-1	RANDOM	PacBio RS	pacbio_native	74274	89208	5661	Eukaryota|Discoba|Euglenozoa|Kinetoplastea|Metakinetoplastina|Trypanosomatida|Trypanosomatidae|Leishmaniinae|Leishmania|Leishmania donovani	0.545674753	0.577970189
SRX9402375	SRR12938890	PRJNA231221	SAMN16357320	2870507886	1099747699	10/30/20 0:08	GENOMIC	WGS	PAIRED	IL100141177	RANDOM	Illumina HiSeq 4000	fastq	41813	9463180	45972	Bacteria|Firmicutes|Bacilli|Bacillales|Staphylococcaceae|Staphylococcus|Staphylococcus pasteuri	0.995600944	0.311071511
SRX13301736	SRR17117179	PRJNA231221	SAMN22365122	2675932910	899683159	12/3/21 12:41	GENOMIC	WGS	PAIRED	IL100188198	RANDOM	Illumina NovaSeq 6000	fastq	31746	8828959	1260	Bacteria|Firmicutes|Tissierellia|Tissierellales|Peptoniphilaceae|Finegoldia|Finegoldia magna	0.996417215	0.323707414
SRX1385235	SRR2821776	PRJNA231221	SAMN03996301	1028741762	673773391	10/27/15 0:43	GENOMIC	WGS	PAIRED	IL100047571	RANDOM	Illumina HiSeq 2500	fastq	23947	5068834	573	Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Klebsiella/Raoultella group|Klebsiella|Klebsiella pneumoniae	0.995297854	0.560616891
SRX13309063	SRR17124558	PRJNA231221	SAMN23242884	34407247871	8678978680	12/3/21 20:49	GENOMIC	WGS	SINGLE	PL100198814-1	RANDOM	Sequel II	bam	128627	2348089	1768	Bacteria|Actinobacteria|Corynebacteriales|Mycobacteriaceae|Mycobacterium|Mycobacterium kansasii	0.948065503	0.634626155
SRX9398686	SRR12934927	PRJNA231221	SAMN16357259	1433943513	363409862	10/29/20 12:52	GENOMIC	WGS	SINGLE	PL100132279-1	RANDOM	Sequel	bam	95465	324747	630	Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Yersiniaceae|Yersinia|Yersinia enterocolitica	0.772817054	0.468392117
SRX8576832	SRR12048248	PRJNA231221	SAMN13450446	2537256926	1262489859	6/18/20 22:11	GENOMIC	WGS	PAIRED	IL100106392	RANDOM	Illumina HiSeq 4000	fastq	195645	8205868	644	Bacteria|Proteobacteria|Gammaproteobacteria|Aeromonadales|Aeromonadaceae|Aeromonas|Aeromonas hydrophila	0.976713123	0.615226498
SRX5000859	SRR8180789	PRJNA231221	SAMN10163235	1112085404	485638629	11/9/18 18:06	GENOMIC	WGS	PAIRED	IL100073654	RANDOM	Illumina HiSeq 4000	fastq	13208	3669194	518	Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Alcaligenaceae|Bordetella|Bordetella bronchiseptica	0.996413211	0.679768534
SRX6755612	SRR10017653	PRJNA231221	SAMN11077986	265199060	137780693	8/26/19 14:57	VIRAL RNA	WGS	PAIRED	IL100097568	cDNA	Illumina MiSeq	fastq	29501	411029	499556	Viruses|Riboviria|Orthornavirae|Negarnaviricota|Polyploviricotina|Ellioviricetes|Bunyavirales|Arenaviridae|Mammarenavirus|Chapare mammarenavirus	0.933032938	0.422740492
SRX3046070	SRR5878840	PRJNA231221	SAMN07312446	4456226165	15178910010	7/28/17 17:54	GENOMIC	WGS	SINGLE	PL100065513-1	RANDOM	PacBio RS	pacbio_native	73438	90044	562	Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Escherichia|Escherichia coli	0.550788466	0.502995952
SRX2711367	SRR5419837	PRJNA231221	SAMN06173342	1215388752	796640379	4/5/17 16:51	GENOMIC	WGS	PAIRED	IL100061033	RANDOM	Illumina HiSeq 2500	fastq	619721	5397055	90245	Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Alcaligenaceae|Oligella|Oligella urethralis	0.897001151	0.455838704
SRX2179323	SRR4272128	PRJNA231221	SAMN04875552	2308975342	1675845111	9/20/16 12:15	GENOMIC	WGS	PAIRED	IL100051615	RANDOM	Illumina HiSeq 2000	fastq	42423	11388148	487	Bacteria|Proteobacteria|Betaproteobacteria|Neisseriales|Neisseriaceae|Neisseria|Neisseria meningitidis	0.996288637	0.508962871
SRX8574879	SRR12046259	PRJNA231221	SAMN13450422	1796203890	838380746	6/18/20 16:01	GENOMIC	WGS	PAIRED	IL100107186	RANDOM	Illumina HiSeq 4000	fastq	29515	5918180	61645	Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Enterobacter|Enterobacter cloacae complex|Enterobacter asburiae	0.995037573	0.525483333
ERX2154254	ERR2096889	Sequencing_extracted_nucleic_acid_from_the_National_Collection_of_Pathogenic_Viruses-sc-4123	SAMEA51838168	172200000	88866917	8/22/17 0:01	VIRAL RNA	WGS	PAIRED	DN494214K:C2	Inverse rRNA	Illumina MiSeq	cram	228810	345190	185937	Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Picornavirales|Picornaviridae|Enterovirus|Rhinovirus A|rhinovirus A85	0.601376307	0.524815604
SRX3036100	SRR5868500	PRJNA231221	SAMN07312419	1010128281	3618524666	7/26/17 11:00	GENOMIC	WGS	SINGLE	PL100062005-1	RANDOM	PacBio RS	pacbio_native	120583	42899	2060307	Bacteria|Firmicutes|Bacilli|Lactobacillales|Enterococcaceae|Enterococcus|Enterococcus sp. FDAARGOS_375	0.262408094	0.417925269
SRX2705200	SRR5413249	PRJNA231221	SAMN06173303	1346284812	4639454139	4/4/17 14:36	GENOMIC	WGS	SINGLE	PL100053762-1	RANDOM	PacBio RS	pacbio_native	96518	66964	57706	Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Citrobacter|Citrobacter freundii complex|Citrobacter braakii	0.409610844	0.507469148
SRX9401118	SRR12937427	PRJNA231221	SAMN16357287	1260249232	4421664458	10/29/20 16:26	GENOMIC	WGS	SINGLE	PL100132606-1	RANDOM	PacBio RS	pacbio_native	115433	48049	65058	Bacteria|Actinobacteria|Corynebacteriales|Corynebacteriaceae|Corynebacterium|Corynebacterium ulcerans	0.293910033	0.508223198
SRX4085605	SRR7167634	PRJNA231221	SAMN07796332	1243244306	555905061	10/31/19 0:29	VIRAL RNA	WGS	PAIRED	IL100063627	cDNA	Illumina HiSeq 4000	fastq	1117622	2999081	11036	Viruses|Riboviria|Orthornavirae|Kitrinoviricota|Alsuviricetes|Martellivirales|Togaviridae|Alphavirus|Venezuelan equine encephalitis virus	0.728515271	0.470390442
SRX2701501	SRR5409211	PRJNA231221	SAMN06173333	906459042	584275844	4/3/17 17:16	GENOMIC	WGS	PAIRED	IL100061015	RANDOM	Illumina HiSeq 2500	fastq	112261	4375160	90371	Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Salmonella|Salmonella enterica subsp. enterica serovar Typhimurium	0.974983181	0.513029182
SRX9398965	SRR12935230	PRJNA231221	SAMN16357266	2129644808	924980204	10/29/20 16:26	GENOMIC	WGS	PAIRED	IL100138801	RANDOM	Illumina HiSeq 4000	fastq	24174	7027630	47678	Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Bacteroidaceae|Bacteroides|Bacteroides caccae	0.996571941	0.413886959
SRX12543027	SRR16263435	PRJNA231221	SAMN20888900	1987785733	501617747	10/9/21 3:39	GENOMIC	WGS	SINGLE	PL100169605-1	RANDOM	Sequel	bam	11701	149860	446	Bacteria|Proteobacteria|Gammaproteobacteria|Legionellales|Legionellaceae|Legionella|Legionella pneumophila	0.927575343	0.389319786
SRX4085592	SRR7167620	PRJNA231221	SAMN07796354	643350347	379167407	10/31/19 0:29	VIRAL RNA	AMPLICON	PAIRED	IL100072713	RT-PCR	Illumina MiSeq	fastq	50631	1257637	565995	Viruses|Riboviria|Orthornavirae|Negarnaviricota|Haploviricotina|Monjiviricetes|Mononegavirales|Filoviridae|Ebolavirus|Bundibugyo ebolavirus	0.961299214	0.420452087
SRX10063655	SRR13674212	PRJNA231221	SAMN16357457	4036901648	1916874537	2/9/21 22:54	GENOMIC	WGS	PAIRED	IL100148325	RANDOM	Illumina HiSeq 4000	fastq	48329	13318895	573	Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Klebsiella/Raoultella group|Klebsiella|Klebsiella pneumoniae	0.996384515	0.557058234
SRX2701495	SRR5409205	PRJNA231221	SAMN06173354	2538296613	8671788579	4/3/17 17:48	GENOMIC	WGS	SINGLE	PL100058376-1	RANDOM	PacBio RS	pacbio_native	77641	85841	1392	Bacteria|Firmicutes|Bacilli|Bacillales|Bacillaceae|Bacillus|Bacillus cereus group|Bacillus anthracis	0.525079214	0.357845398
SRX3036113	SRR5868514	PRJNA231221	SAMN07312405	3039937009	10379859115	7/26/17 12:00	GENOMIC	WGS	SINGLE	PL100058375A-1	RANDOM	PacBio RS	pacbio_native	78623	84859	1280	Bacteria|Firmicutes|Bacilli|Bacillales|Staphylococcaceae|Staphylococcus|Staphylococcus aureus	0.519072436	0.349846565
ERX2154267	ERR2096902	Sequencing_extracted_nucleic_acid_from_the_National_Collection_of_Pathogenic_Viruses-sc-4123	SAMEA51847918	274539600	132498165	8/22/17 0:01	VIRAL RNA	WGS	PAIRED	DN494214K:H3	Inverse rRNA	Illumina MiSeq	cram	51958	734900	211044	Viruses|Riboviria|Orthornavirae|Negarnaviricota|Polyploviricotina|Insthoviricetes|Articulavirales|Orthomyxoviridae|Alphainfluenzavirus|Influenza A virus (A/Puerto Rico/8/1934(H1N1))	0.933967755	0.49860454
SRX3046571	SRR5879419	PRJNA231221	SAMN07312472	4031684598	1526051709	7/28/17 18:22	GENOMIC	WGS	PAIRED	IL100069072	RANDOM	Illumina HiSeq 4000	fastq	137018	13212931	575	Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Klebsiella/Raoultella group|Raoultella|Raoultella planticola	0.98973644	0.54728307
SRX4085579	SRR7167608	PRJNA231221	SAMN07796360	370240234	210165489	10/31/19 0:29	VIRAL RNA	WGS	PAIRED	IL100074281	cDNA	Illumina MiSeq	fastq	201789	413228	11029	Viruses|Riboviria|Orthornavirae|Kitrinoviricota|Alsuviricetes|Martellivirales|Togaviridae|Alphavirus|Ross River virus	0.671896874	0.485406521
SRX1384529	SRR2819362	PRJNA231221	SAMN03996318	1163304689	4345260178	10/26/15 20:39	GENOMIC	WGS	SINGLE	PL100045855-1	RANDOM	PacBio RS	pacbio_native	109248	54234	106654	Bacteria|Proteobacteria|Gammaproteobacteria|Moraxellales|Moraxellaceae|Acinetobacter|Acinetobacter calcoaceticus/baumannii complex|Acinetobacter nosocomialis	0.331742944	0.425811539
SRX2705224	SRR5413275	PRJNA231221	SAMN06173319	444365710	1706947086	4/4/17 14:11	GENOMIC	WGS	SINGLE	PL100054223-1	RANDOM	PacBio RS	pacbio_native	150916	12566	28132	Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Prevotellaceae|Prevotella|Prevotella melaninogenica	0.076864731	0.435721289
SRX3046583	SRR5879431	PRJNA231221	SAMN07312473	2209472770	883801165	7/28/17 18:14	GENOMIC	WGS	PAIRED	IL100069073	RANDOM	Illumina HiSeq 4000	fastq	150123	7166012	575	Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Klebsiella/Raoultella group|Raoultella|Raoultella planticola	0.979480559	0.546476934
SRX2161885	SRR4381671	PRJNA231221	SAMN04875570	1623495740	5561226318	10/7/16 13:17	GENOMIC	WGS	SINGLE	PL100050107-1	RANDOM	PacBio RS	pacbio_native	97163	66319	1338	Bacteria|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus anginosus group|Streptococcus intermedius	0.405665456	0.384294772
SRX12543002	SRR16263409	PRJNA231221	SAMN20888893	7243379400	2215300432	10/9/21 4:54	GENOMIC	WGS	PAIRED	IL100186131	RANDOM	Illumina NovaSeq 6000	fastq	1868408	22116292	2054	Bacteria|Actinobacteria|Corynebacteriales|Gordoniaceae|Gordonia|Gordonia bronchialis	0.922100005	0.663845488
SRX13312338	SRR17127864	PRJNA231221	SAMN22091681	9584817714	3140956087	12/4/21 3:05	GENOMIC	WGS	PAIRED	IL100190019	RANDOM	Illumina NovaSeq 6000	fastq	28679565	3058242	1522	Bacteria|Firmicutes|Erysipelotrichia|Erysipelotrichales|Erysipelotrichaceae|Erysipelatoclostridium|[Clostridium] innocuum	0.096359588	0.500268196
SRX9619644	SRR13181598	PRJNA231221	SAMN16357341	2005140992	506520008	12/2/20 11:13	GENOMIC	WGS	SINGLE	PL100132615A-1	RANDOM	Sequel	bam	22217	233385	735	Bacteria|Proteobacteria|Gammaproteobacteria|Pasteurellales|Pasteurellaceae|Haemophilus|Haemophilus parahaemolyticus	0.91307971	0.409030065
SRX10062328	SRR13672887	PRJNA231221	SAMN16357428	2422956872	1028749485	2/9/21 18:08	GENOMIC	WGS	PAIRED	IL100148251	RANDOM	Illumina HiSeq 4000	fastq	12334	8010702	562	Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Escherichia|Escherichia coli	0.998462677	0.499853444
