organism_name	infraspecific_name	lineage	taxonomy_id	bco_id	schema_version	bioproject	biosample	strain	genome_assembly_id	sample_name	instrument	isolate	collected_by	collection_date	geo_loc_name	isolation_source	lat_lon	culture_collection	host	host_age	host_description	host_disease	host_disease_outcome	host_disease_stage	host_health_state	host_sex	id_method	biosample_score
Bacillus thuringiensis		cellular organisms; Bacteria; Terrabacteria group; Bacillota; Bacilli; Bacillales; Bacillaceae; Bacillus; Bacillus cereus group	1428	ARGOS_000010	v1.4	PRJNA231221	SAMN11056506	FDAARGOS_791		FDAARGOS_791		Not applicable	Tetracore	Unknown	USA:MD	missing	Not applicable	FDA:FDAARGOS_791	missing	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods	
Achromobacter denitrificans		cellular organisms; Bacteria; Pseudomonadota; Betaproteobacteria; Burkholderiales; Alcaligenaceae; Achromobacter	32002	ARGOS_000010	v1.4	PRJNA231221	SAMN11056502	FDAARGOS_787		FDAARGOS_787		Not applicable	DSMZ	Unknown	Germany: Braunschweig	missing	Not applicable	DSM:11850	missing	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods	
Streptococcus sanguinis		cellular organisms; Bacteria; Terrabacteria group; Bacillota; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus	1305	ARGOS_000010	v1.4	PRJNA231221	SAMN11056485	FDAARGOS_770		FDAARGOS_770		Not applicable	BEI Resources, American Type and Culture Collection (ATCC)	Unknown	USA:VA	missing	Not applicable	FDA:FDAARGOS_770	Homo sapiens	Unknown	Not applicable	subacute case of bacterial endocarditis	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods	
Neisseria mucosa		cellular organisms; Bacteria; Pseudomonadota; Betaproteobacteria; Neisseriales; Neisseriaceae; Neisseria	488	ARGOS_000010	v1.4	PRJNA231221	SAMN11056473	FDAARGOS_758		FDAARGOS_758		Not applicable	BEI Resources, American Type and Culture Collection (ATCC)	Unknown	USA:VA	expectorated sputum	Not applicable	FDA:FDAARGOS_758	Homo sapiens	31Y	Not applicable	Cystic fibrosis	Unknown	Unknown	Unknown	male	Phenotypic and Molecular Methods	
Salmonella enterica subsp. enterica serovar Typhimurium var. 5-		cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica; Salmonella enterica subsp. enterica; Salmonella enterica subsp. enterica serovar Typhimurium	1620419	ARGOS_000010	v1.4	PRJNA231221	SAMN06173331	FDAARGOS_318		FDAARGOS_318		Not Applicable	FDA CVM < CDC	2012	Missing	stool	Not Applicable	FDA:FDAARGOS_318	Homo sapiens	Missing	Missing	Missing	Missing	Missing	Missing	Missing	Phenotypic identification	
Salmonella enterica subsp. enterica serovar Ohio		cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica; Salmonella enterica subsp. enterica	117541	ARGOS_000010	v1.4	PRJNA231221	SAMN06173329	FDAARGOS_316		FDAARGOS_316		Not Applicable	FDA CVM	2011	USA:NM	pork chop	Not Applicable	FDA:FDAARGOS_316	Environment	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Phenotypic identification	
Salmonella enterica subsp. enterica serovar Infantis		cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica; Salmonella enterica subsp. enterica	595	ARGOS_000010	v1.4	PRJNA231221	SAMN06173328	FDAARGOS_315		FDAARGOS_315		Not Applicable	FDA CVM	2011	USA:NM	ground turkey	Not Applicable	FDA:FDAARGOS_315	Environment	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Phenotypic identification	
Salmonella enterica subsp. enterica serovar Bredeney		cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica; Salmonella enterica subsp. enterica	134047	ARGOS_000010	v1.4	PRJNA231221	SAMN06173327	FDAARGOS_314		FDAARGOS_314		Not Applicable	FDA CVM	2011	USA:TN	ground turkey	Not Applicable	FDA:FDAARGOS_314	Environment	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Phenotypic identification	
Saccharomyces cerevisiae		cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Saccharomycotina; Saccharomycetes; Saccharomycetales; Saccharomycetaceae; Saccharomyces	4932	ARGOS_000010	v1.4	PRJNA231221	SAMN10346777	FDAARGOS_613		FDAARGOS_613		Not applicable	missing	Unknown	Unknown	distillery	Not applicable	FDA:FDAARGOS_613		Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Phenotypic and Molecular Methods	
Zika virus		Viruses; Riboviria; Orthornavirae; Kitrinoviricota; Flasuviricetes; Amarillovirales; Flaviviridae; Flavivirus	64320	ARGOS_000010	v1.4	PRJNA231221	SAMN14214654	FDAARGOS_982		FDAARGOS_982		Zika Virus/QTX_04S	FDA-CBER	missing	missing	missing	not applicable	FDA:FDAARGOS_982	CBER strain			Zika Virus Disease						
Zika virus		Viruses; Riboviria; Orthornavirae; Kitrinoviricota; Flasuviricetes; Amarillovirales; Flaviviridae; Flavivirus	64320	ARGOS_000010	v1.4	PRJNA231221	SAMN14214653	FDAARGOS_981		FDAARGOS_981		Zika Virus/CTS 223_16S	FDA-CBER	missing	missing	missing	not applicable	FDA:FDAARGOS_981	CBER strain			Zika Virus Disease						
Zika virus		Viruses; Riboviria; Orthornavirae; Kitrinoviricota; Flasuviricetes; Amarillovirales; Flaviviridae; Flavivirus	64320	ARGOS_000010	v1.4	PRJNA231221	SAMN14214652	FDAARGOS_980		FDAARGOS_980		Zika Virus/CTS 223_16P	FDA-CBER	missing	missing	missing	not applicable	FDA:FDAARGOS_980	CBER strain			Zika Virus Disease						
Zika virus		Viruses; Riboviria; Orthornavirae; Kitrinoviricota; Flasuviricetes; Amarillovirales; Flaviviridae; Flavivirus	64320	ARGOS_000010	v1.4	PRJNA231221	SAMN14214651	FDAARGOS_979		FDAARGOS_979		Zika Virus/CTS 193_16S	FDA-CBER	missing	missing	missing	not applicable	FDA:FDAARGOS_979	CBER strain			Zika Virus Disease						
Zika virus		Viruses; Riboviria; Orthornavirae; Kitrinoviricota; Flasuviricetes; Amarillovirales; Flaviviridae; Flavivirus	64320	ARGOS_000010	v1.4	PRJNA231221	SAMN14214650	FDAARGOS_978		FDAARGOS_978		Zika Virus/CTS 193_16P	FDA-CBER	missing	missing	missing	not applicable	FDA:FDAARGOS_978	CBER strain			Zika Virus Disease						
Zika virus		Viruses; Riboviria; Orthornavirae; Kitrinoviricota; Flasuviricetes; Amarillovirales; Flaviviridae; Flavivirus	64320	ARGOS_000010	v1.4	PRJNA231221	SAMN14214649	FDAARGOS_977		FDAARGOS_977		Zika Virus/CTS 178_16S	FDA-CBER	missing	missing	missing	not applicable	FDA:FDAARGOS_977	CBER strain			Zika Virus Disease						
Zika virus		Viruses; Riboviria; Orthornavirae; Kitrinoviricota; Flasuviricetes; Amarillovirales; Flaviviridae; Flavivirus	64320	ARGOS_000010	v1.4	PRJNA231221	SAMN14214648	FDAARGOS_976		FDAARGOS_976		Zika Virus/CTS 178_16P	FDA-CBER	missing	missing	missing	not applicable	FDA:FDAARGOS_976	CBER strain			Zika Virus Disease						
Zika virus		Viruses; Riboviria; Orthornavirae; Kitrinoviricota; Flasuviricetes; Amarillovirales; Flaviviridae; Flavivirus	64320	ARGOS_000010	v1.4	PRJNA231221	SAMN14214647	FDAARGOS_975		FDAARGOS_975		Zika Virus/CTS 61_16S	FDA-CBER	missing	missing	missing	not applicable	FDA:FDAARGOS_975	CBER strain			Zika Virus Disease						
Zika virus		Viruses; Riboviria; Orthornavirae; Kitrinoviricota; Flasuviricetes; Amarillovirales; Flaviviridae; Flavivirus	64320	ARGOS_000010	v1.4	PRJNA231221	SAMN14214646	FDAARGOS_974		FDAARGOS_974		Zika Virus/CTS 61_16P	FDA-CBER	missing	missing	missing	not applicable	FDA:FDAARGOS_974	CBER strain			Zika Virus Disease						
Zika virus		Viruses; Riboviria; Orthornavirae; Kitrinoviricota; Flasuviricetes; Amarillovirales; Flaviviridae; Flavivirus	64320	ARGOS_000010	v1.4	PRJNA231221	SAMN14214645	FDAARGOS_973		FDAARGOS_973		Zika Virus/CTS 47_16S	FDA-CBER	missing	missing	missing	not applicable	FDA:FDAARGOS_973	CBER strain			Zika Virus Disease						
Zika virus		Viruses; Riboviria; Orthornavirae; Kitrinoviricota; Flasuviricetes; Amarillovirales; Flaviviridae; Flavivirus	64320	ARGOS_000010	v1.4	PRJNA231221	SAMN14214644	FDAARGOS_972		FDAARGOS_972		Zika Virus/CTS 36_16S	FDA-CBER	missing	missing	missing	not applicable	FDA:FDAARGOS_972	CBER strain			Zika Virus Disease						
Zika virus		Viruses; Riboviria; Orthornavirae; Kitrinoviricota; Flasuviricetes; Amarillovirales; Flaviviridae; Flavivirus	64320	ARGOS_000010	v1.4	PRJNA231221	SAMN14214643	FDAARGOS_971		FDAARGOS_971		Zika Virus/CTS 30_16S	FDA-CBER	missing	missing	missing	not applicable	FDA:FDAARGOS_971	CBER strain			Zika Virus Disease						
Dengue virus		Viruses; Riboviria; Orthornavirae; Kitrinoviricota; Flasuviricetes; Amarillovirales; Flaviviridae; Flavivirus	12637	ARGOS_000010	v1.4	PRJNA231221	SAMN14214642	FDAARGOS_970		FDAARGOS_970		Dengue Virus/DV_4 55_12	FDA-CBER	missing	missing	missing	not applicable	FDA:FDAARGOS_970	CBER strain			Dengue Virus Infection						
Dengue virus		Viruses; Riboviria; Orthornavirae; Kitrinoviricota; Flasuviricetes; Amarillovirales; Flaviviridae; Flavivirus	12637	ARGOS_000010	v1.4	PRJNA231221	SAMN14214641	FDAARGOS_969		FDAARGOS_969		Dengue Virus/DV_4 89_12	FDA-CBER	missing	missing	missing	not applicable	FDA:FDAARGOS_969	CBER strain			Dengue Virus Infection						
Dengue virus		Viruses; Riboviria; Orthornavirae; Kitrinoviricota; Flasuviricetes; Amarillovirales; Flaviviridae; Flavivirus	12637	ARGOS_000010	v1.4	PRJNA231221	SAMN14214640	FDAARGOS_968		FDAARGOS_968		Dengue Virus/DV_4 78_12	FDA-CBER	missing	missing	missing	not applicable	FDA:FDAARGOS_968	CBER strain			Dengue Virus Infection						
Dengue virus		Viruses; Riboviria; Orthornavirae; Kitrinoviricota; Flasuviricetes; Amarillovirales; Flaviviridae; Flavivirus	12637	ARGOS_000010	v1.4	PRJNA231221	SAMN14214639	FDAARGOS_967		FDAARGOS_967		Dengue Virus/DV_4 75_12	FDA-CBER	missing	missing	missing	not applicable	FDA:FDAARGOS_967	CBER strain			Dengue Virus Infection						
Dengue virus		Viruses; Riboviria; Orthornavirae; Kitrinoviricota; Flasuviricetes; Amarillovirales; Flaviviridae; Flavivirus	12637	ARGOS_000010	v1.4	PRJNA231221	SAMN14214638	FDAARGOS_966		FDAARGOS_966		Dengue Virus/DV_1 16_13	FDA-CBER	missing	missing	missing	not applicable	FDA:FDAARGOS_966	CBER strain			Dengue Virus Infection						
Dengue virus		Viruses; Riboviria; Orthornavirae; Kitrinoviricota; Flasuviricetes; Amarillovirales; Flaviviridae; Flavivirus	12637	ARGOS_000010	v1.4	PRJNA231221	SAMN14214637	FDAARGOS_965		FDAARGOS_965		Dengue Virus/DV_1 28_12	FDA-CBER	missing	missing	missing	not applicable	FDA:FDAARGOS_965	CBER strain			Dengue Virus Infection						
Dengue virus		Viruses; Riboviria; Orthornavirae; Kitrinoviricota; Flasuviricetes; Amarillovirales; Flaviviridae; Flavivirus	12637	ARGOS_000010	v1.4	PRJNA231221	SAMN14214636	FDAARGOS_964		FDAARGOS_964		Dengue Virus/DV_1 98_12	FDA-CBER	missing	missing	missing	not applicable	FDA:FDAARGOS_964	CBER strain			Dengue Virus Infection						
Dengue virus		Viruses; Riboviria; Orthornavirae; Kitrinoviricota; Flasuviricetes; Amarillovirales; Flaviviridae; Flavivirus	12637	ARGOS_000010	v1.4	PRJNA231221	SAMN14214635	FDAARGOS_963		FDAARGOS_963		Dengue Virus/DV_1 40_12	FDA-CBER	missing	missing	missing	not applicable	FDA:FDAARGOS_963	CBER strain			Dengue Virus Infection						
Dengue virus		Viruses; Riboviria; Orthornavirae; Kitrinoviricota; Flasuviricetes; Amarillovirales; Flaviviridae; Flavivirus	12637	ARGOS_000010	v1.4	PRJNA231221	SAMN14214634	FDAARGOS_962		FDAARGOS_962		Dengue Virus/DV_1 48_13	FDA-CBER	missing	missing	missing	not applicable	FDA:FDAARGOS_962	CBER strain			Dengue Virus Infection						
Dengue virus		Viruses; Riboviria; Orthornavirae; Kitrinoviricota; Flasuviricetes; Amarillovirales; Flaviviridae; Flavivirus	12637	ARGOS_000010	v1.4	PRJNA231221	SAMN14214633	FDAARGOS_961		FDAARGOS_961		Dengue Virus/DV_1 39_12	FDA-CBER	missing	missing	missing	not applicable	FDA:FDAARGOS_961	CBER strain			Dengue Virus Infection						
Dengue virus		Viruses; Riboviria; Orthornavirae; Kitrinoviricota; Flasuviricetes; Amarillovirales; Flaviviridae; Flavivirus	12637	ARGOS_000010	v1.4	PRJNA231221	SAMN14214632	FDAARGOS_960		FDAARGOS_960		Dengue Virus/DV_1 52_12	FDA-CBER	missing	missing	missing	not applicable	FDA:FDAARGOS_960	CBER strain			Dengue Virus Infection						
Dengue virus		Viruses; Riboviria; Orthornavirae; Kitrinoviricota; Flasuviricetes; Amarillovirales; Flaviviridae; Flavivirus	12637	ARGOS_000010	v1.4	PRJNA231221	SAMN14214631	FDAARGOS_959		FDAARGOS_959		Dengue Virus/DV_1 35_12	FDA-CBER	missing	missing	missing	not applicable	FDA:FDAARGOS_959	CBER strain			Dengue Virus Infection						
Dengue virus		Viruses; Riboviria; Orthornavirae; Kitrinoviricota; Flasuviricetes; Amarillovirales; Flaviviridae; Flavivirus	12637	ARGOS_000010	v1.4	PRJNA231221	SAMN14214630	FDAARGOS_958		FDAARGOS_958		Dengue Virus/DV_1 33_12	FDA-CBER	missing	missing	missing	not applicable	FDA:FDAARGOS_958	CBER strain			Dengue Virus Infection						
Dengue virus		Viruses; Riboviria; Orthornavirae; Kitrinoviricota; Flasuviricetes; Amarillovirales; Flaviviridae; Flavivirus	12637	ARGOS_000010	v1.4	PRJNA231221	SAMN14214629	FDAARGOS_957		FDAARGOS_957		Dengue Virus/DV_1 94_12	FDA-CBER	missing	missing	missing	not applicable	FDA:FDAARGOS_957	CBER strain			Dengue Virus Infection						
Dengue virus		Viruses; Riboviria; Orthornavirae; Kitrinoviricota; Flasuviricetes; Amarillovirales; Flaviviridae; Flavivirus	12637	ARGOS_000010	v1.4	PRJNA231221	SAMN14214628	FDAARGOS_956		FDAARGOS_956		Dengue Virus/DV_1 68_13	FDA-CBER	missing	missing	missing	not applicable	FDA:FDAARGOS_956	CBER strain			Dengue Virus Infection						
Dengue virus		Viruses; Riboviria; Orthornavirae; Kitrinoviricota; Flasuviricetes; Amarillovirales; Flaviviridae; Flavivirus	12637	ARGOS_000010	v1.4	PRJNA231221	SAMN14214627	FDAARGOS_955		FDAARGOS_955		Dengue Virus/DV_1 73_12	FDA-CBER	missing	missing	missing	not applicable	FDA:FDAARGOS_955	CBER strain			Dengue Virus Infection						
Dengue virus		Viruses; Riboviria; Orthornavirae; Kitrinoviricota; Flasuviricetes; Amarillovirales; Flaviviridae; Flavivirus	12637	ARGOS_000010	v1.4	PRJNA231221	SAMN14214626	FDAARGOS_954		FDAARGOS_954		Dengue Virus/DV_1 25_12	FDA-CBER	missing	missing	missing	not applicable	FDA:FDAARGOS_954	CBER strain			Dengue Virus Infection						
Severe acute respiratory syndrome coronavirus 2		Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Nidovirales; Cornidovirineae; Coronaviridae; Orthocoronavirinae; Betacoronavirus; Sarbecovirus; Severe acute respiratory syndrome-related coronavirus	2697049	ARGOS_000010	v1.4	PRJNA231221	SAMN14384141	FDAARGOS_983		FDAARGOS_983		2019-nCoV/USA-WA1/2020	BEI Resources/American Type and Culture Collection (ATCC)	########	USA	oropharyngeal swab	not applicable	FDA:FDAARGOS_983	Homo sapiens		Isolated from clinical sample from the first case of nCov in US from Washington State	COVID-19						
Enterocloster clostridioformis		cellular organisms; Bacteria; Terrabacteria group; Bacillota; Clostridia; Eubacteriales; Lachnospiraceae; Enterocloster	1531	ARGOS_000010	v1.4	PRJNA231221	SAMN11056454	FDAARGOS_739		FDAARGOS_739			BEI Resources/American Type and Culture Collection (ATCC)	Unknown	USA:VA	inflamed biopsy tissue from cecum	Not applicable	FDA:FDAARGOS_739	Homo sapiens	28Y	Not applicable	Ulcerative colitis	Unknown	Unknown	Unknown	male	Phenotypic and Molecular Methods	
Bacillus anthracis		cellular organisms; Bacteria; Terrabacteria group; Bacillota; Bacilli; Bacillales; Bacillaceae; Bacillus; Bacillus cereus group	1392	ARGOS_000010	v1.4	PRJNA231221	SAMN11056421	FDAARGOS_706		FDAARGOS_706		Not applicable	U.S. Army Edgewood Chemical Biological Center	Unknown	USA:MD	not applicable	Not applicable	FDA:FDAARGOS_706	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	not applicable	Phenotypic and Molecular Methods	
Bacillus anthracis		cellular organisms; Bacteria; Terrabacteria group; Bacillota; Bacilli; Bacillales; Bacillaceae; Bacillus; Bacillus cereus group	1392	ARGOS_000010	v1.4	PRJNA231221	SAMN11056420	FDAARGOS_705		FDAARGOS_705		Not applicable	U.S. Army Edgewood Chemical Biological Center	Unknown	USA:MD	not applicable	Not applicable	FDA:FDAARGOS_705	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	not applicable	Phenotypic and Molecular Methods	
Bacillus anthracis		cellular organisms; Bacteria; Terrabacteria group; Bacillota; Bacilli; Bacillales; Bacillaceae; Bacillus; Bacillus cereus group	1392	ARGOS_000010	v1.4	PRJNA231221	SAMN11056419	FDAARGOS_704		FDAARGOS_704		Not applicable	U.S. Army Edgewood Chemical Biological Center	Unknown	USA:MD	not applicable	Not applicable	FDA:FDAARGOS_704	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	not applicable	Phenotypic and Molecular Methods	
Bacillus anthracis		cellular organisms; Bacteria; Terrabacteria group; Bacillota; Bacilli; Bacillales; Bacillaceae; Bacillus; Bacillus cereus group	1392	ARGOS_000010	v1.4	PRJNA231221	SAMN11056416	FDAARGOS_701		FDAARGOS_701		Not applicable	U.S. Army Edgewood Chemical Biological Center	Unknown	USA:MD	not applicable	Not applicable	FDA:FDAARGOS_701	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	not applicable	Phenotypic and Molecular Methods	
Bacillus anthracis		cellular organisms; Bacteria; Terrabacteria group; Bacillota; Bacilli; Bacillales; Bacillaceae; Bacillus; Bacillus cereus group	1392	ARGOS_000010	v1.4	PRJNA231221	SAMN11056415	FDAARGOS_700		FDAARGOS_700		Not applicable	U.S. Army Edgewood Chemical Biological Center	Unknown	USA:MD	not applicable	Not applicable	FDA:FDAARGOS_700	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	not applicable	Phenotypic and Molecular Methods	
Bacillus anthracis		cellular organisms; Bacteria; Terrabacteria group; Bacillota; Bacilli; Bacillales; Bacillaceae; Bacillus; Bacillus cereus group	1392	ARGOS_000010	v1.4	PRJNA231221	SAMN11056413	FDAARGOS_698		FDAARGOS_698		Not applicable	U.S. Army Edgewood Chemical Biological Center	Unknown	USA:MD	not applicable	Not applicable	FDA:FDAARGOS_698	missing	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	not applicable	Phenotypic and Molecular Methods	
Burkholderia multivorans		cellular organisms; Bacteria; Pseudomonadota; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Burkholderia; Burkholderia cepacia complex	87883	ARGOS_000010	v1.4	PRJNA231221	SAMN11056434	FDAARGOS_719		FDAARGOS_719		Not applicable	Mayo Clinic	Unknown	USA:MN	clinical isolate	Not applicable	FDA:FDAARGOS_719	Homo sapiens	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods	
Citrobacter portucalensis		cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Citrobacter; Citrobacter freundii complex	1639133	ARGOS_000010	v1.4	PRJNA231221	SAMN11056453	FDAARGOS_738		FDAARGOS_738		Not applicable	BEI Resources/American Type and Culture Collection (ATCC)	Unknown	USA:VA	inflamed biopsy tissue from sigmoid colon	Not applicable	FDA:FDAARGOS_738	Homo sapiens	25Y	Not applicable	Crohn's Disease	Unknown	Unknown	Unknown	female	Phenotypic and Molecular Methods	
Burkholderia multivorans		cellular organisms; Bacteria; Pseudomonadota; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Burkholderia; Burkholderia cepacia complex	87883	ARGOS_000010	v1.4	PRJNA231221	SAMN11056441	FDAARGOS_726		FDAARGOS_726		Not applicable	Mayo Clinic	Unknown	USA:MN	clinical isolate	Not applicable	FDA:FDAARGOS_726	Homo sapiens	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods	
Burkholderia multivorans		cellular organisms; Bacteria; Pseudomonadota; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Burkholderia; Burkholderia cepacia complex	87883	ARGOS_000010	v1.4	PRJNA231221	SAMN11056437	FDAARGOS_722		FDAARGOS_722		Not applicable	Mayo Clinic	Unknown	USA:MN	clinical isolate	Not applicable	FDA:FDAARGOS_722	Homo sapiens	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods	
Mycobacterium tuberculosis		cellular organisms; Bacteria; Terrabacteria group; Actinomycetota; Actinomycetes; Mycobacteriales; Mycobacteriaceae; Mycobacterium; Mycobacterium tuberculosis complex	1773	ARGOS_000010	v1.4	PRJNA231221	SAMN11056466	FDAARGOS_751		FDAARGOS_751		Not applicable	BEI Resources/American Type and Culture Collection (ATCC)	Unknown	USA:VA	Unknown	Not applicable	FDA:FDAARGOS_751	Unknown	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods	
Mycobacterium tuberculosis		cellular organisms; Bacteria; Terrabacteria group; Actinomycetota; Actinomycetes; Mycobacteriales; Mycobacteriaceae; Mycobacterium; Mycobacterium tuberculosis complex	1773	ARGOS_000010	v1.4	PRJNA231221	SAMN11056465	FDAARGOS_750		FDAARGOS_750		Not applicable	BEI Resources/American Type and Culture Collection (ATCC)	Unknown	USA:VA	Unknown	Not applicable	FDA:FDAARGOS_750	Unknown	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods	
Lactobacillus jensenii		cellular organisms; Bacteria; Terrabacteria group; Bacillota; Bacilli; Lactobacillales; Lactobacillaceae; Lactobacillus	109790	ARGOS_000010	v1.4	PRJNA231221	SAMN11056464	FDAARGOS_749		FDAARGOS_749		Not applicable	BEI Resources/American Type and Culture Collection (ATCC)	Unknown	USA:VA	Unknown	Not applicable	FDA:FDAARGOS_749	Homo sapiens	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods	
Staphylococcus hominis		cellular organisms; Bacteria; Terrabacteria group; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	1290	ARGOS_000010	v1.4	PRJNA231221	SAMN11056463	FDAARGOS_748		FDAARGOS_748			Mayo Clinic	Unknown	USA:MN	clinical isolate	Not applicable	FDA:FDAARGOS_748	Homo sapiens	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods	
Staphylococcus hominis		cellular organisms; Bacteria; Terrabacteria group; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	1290	ARGOS_000010	v1.4	PRJNA231221	SAMN11056460	FDAARGOS_745		FDAARGOS_745			Mayo Clinic	Unknown	USA:MN	clinical isolate	Not applicable	FDA:FDAARGOS_745	Homo sapiens	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods	
Staphylococcus cohnii		cellular organisms; Bacteria; Terrabacteria group; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	29382	ARGOS_000010	v1.4	PRJNA231221	SAMN11056459	FDAARGOS_744		FDAARGOS_744			Mayo Clinic	Unknown	USA:MN	clinical isolate	Not applicable	FDA:FDAARGOS_744	Homo sapiens	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods	
Gemella haemolysans		cellular organisms; Bacteria; Terrabacteria group; Bacillota; Bacilli; Bacillales; Bacillales incertae sedis; Bacillales Family XI. Incertae Sedis; Gemella	1379	ARGOS_000010	v1.4	PRJNA231221	SAMN11056455	FDAARGOS_740		FDAARGOS_740			BEI Resources/American Type and Culture Collection (ATCC)	Unknown	USA:VA	expectorated sputum	Not applicable	FDA:FDAARGOS_740	Homo sapiens	19Y	Not applicable	Cystic fibrosis	Unknown	Unknown	Unknown	male	Phenotypic and Molecular Methods	
Campylobacter upsaliensis		cellular organisms; Bacteria; Pseudomonadota; delta/epsilon subdivisions; Epsilonproteobacteria; Campylobacterales; Campylobacteraceae; Campylobacter	28080	ARGOS_000010	v1.4	PRJNA231221	SAMN11056451	FDAARGOS_736		FDAARGOS_736			BEI Resources/American Type and Culture Collection (ATCC)	Unknown	USA:VA	gastrointestinal tract	Not applicable	FDA:FDAARGOS_736	Homo sapiens	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods	
Burkholderia cenocepacia		cellular organisms; Bacteria; Pseudomonadota; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Burkholderia; Burkholderia cepacia complex	95486	ARGOS_000010	v1.4	PRJNA231221	SAMN11056449	FDAARGOS_734		FDAARGOS_734			BEI Resources/American Type and Culture Collection (ATCC)	Unknown	USA:VA	sputum	Not applicable	FDA:FDAARGOS_734	Homo sapiens	Unknown	Not applicable	Cystic fibrosis	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods	
Acinetobacter radioresistens		cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Moraxellales; Moraxellaceae; Acinetobacter	40216	ARGOS_000010	v1.4	PRJNA231221	SAMN11056446	FDAARGOS_731		FDAARGOS_731			BEI Resources/American Type and Culture Collection (ATCC)	Unknown	USA:VA	normal skin of the right arm	Not applicable	FDA:FDAARGOS_731	Homo sapiens	57Y	Not applicable	Unknown	Unknown	Not applicable	Not applicable	male	Phenotypic and Molecular Methods	
Cedecea sp. FDAARGOS_727		cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Cedecea; unclassified Cedecea	2545798	ARGOS_000010	v1.4	PRJNA231221	SAMN11056442	FDAARGOS_727		FDAARGOS_727			Mayo Clinic	Unknown	USA:MN	clinical isolate	Not applicable	FDA:FDAARGOS_727	Homo sapiens	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods	
