assembled_genome_acc	organism_name	infraspecific_name	genome_assembly_id	lineage	taxonomy_id	bco_id	schema_version	analysis_platform	analysis_platform_object_id	ngs_read_file_source	genomic_section	num_chromosomes	num_genes	num_segments	assembly_gc_content	length	genome_coverage	n50	n75	n90	l50	l75	ref_genome_acc	query_coverage_against_reference	percent_identity_against_reference	percent_reads_unaligned	assembly_type	assembly_level	assembly_score	reference_coverage_against_query
NZ_LOSM02000006.1	Vibrio cholerae	strain=FDAARGOS_101	GCA_001471455.2	cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio	666	ARGOS_000038	v1.0	NCBI	1530671	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/471/455/GCA_001471455.2_ASM147145v2_genomic.gbff.gz	unitig_4_quiver_pilon	0	-	7	-	-	-	-	-	-	-	-	GCF_001471455.2	-	-	-	haploid	Contig	-	-
NZ_LOSM02000001.1	Vibrio cholerae	strain=FDAARGOS_101	GCA_001471455.2	cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio	666	ARGOS_000038	v1.0	NCBI	1530671	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/471/455/GCA_001471455.2_ASM147145v2_genomic.gbff.gz	unitig_7_quiver_pilon	0	-	7	-	-	-	-	-	-	-	-	GCF_001471455.2	-	-	-	haploid	Contig	-	-
NZ_LOSM02000004.1	Vibrio cholerae	strain=FDAARGOS_101	GCA_001471455.2	cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio	666	ARGOS_000038	v1.0	NCBI	1530671	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/471/455/GCA_001471455.2_ASM147145v2_genomic.gbff.gz	unitig_8_quiver_pilon	0	-	7	-	-	-	-	-	-	-	-	GCF_001471455.2	-	-	-	haploid	Contig	-	-
NZ_LOSM02000003.1	Vibrio cholerae	strain=FDAARGOS_101	GCA_001471455.2	cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio	666	ARGOS_000038	v1.0	NCBI	1530671	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/471/455/GCA_001471455.2_ASM147145v2_genomic.gbff.gz	unitig_9_quiver_pilon	0	-	7	-	-	-	-	-	-	-	-	GCF_001471455.2	-	-	-	haploid	Contig	-	-
NZ_LRIK02000001.1	Vibrio cholerae	strain=FDAARGOS_102	GCA_001525525.2	cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio	666	ARGOS_000038	v1.0	NCBI	1530661	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/525/525/GCA_001525525.2_ASM152552v2_genomic.gbff.gz	1_quiver_pilon	0	-	3	-	-	-	-	-	-	-	-	GCF_001525525.2	-	-	-	haploid	Contig	-	-
NZ_LRIK02000002.1	Vibrio cholerae	strain=FDAARGOS_102	GCA_001525525.2	cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio	666	ARGOS_000038	v1.0	NCBI	1530661	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/525/525/GCA_001525525.2_ASM152552v2_genomic.gbff.gz	2_quiver_pilon	0	-	3	-	-	-	-	-	-	-	-	GCF_001525525.2	-	-	-	haploid	Contig	-	-
NZ_LRIK02000003.1	Vibrio cholerae	strain=FDAARGOS_102	GCA_001525525.2	cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio	666	ARGOS_000038	v1.0	NCBI	1530661	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/525/525/GCA_001525525.2_ASM152552v2_genomic.gbff.gz	scf7180000000006_quiver_pilon	0	-	3	-	-	-	-	-	-	-	-	GCF_001525525.2	-	-	-	haploid	Contig	-	-
NZ_LOSJ02000002.1	Vibrio mimicus	strain=FDAARGOS_113	GCA_001471395.2	cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio	674	ARGOS_000038	v1.0	NCBI	1530651	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/471/395/GCA_001471395.2_ASM147139v2_genomic.gbff.gz	unitig_0_quiver_quiver_pilon	0	-	2	-	-	-	-	-	-	-	-	GCF_001471395.2	-	-	-	haploid	Contig	-	-
NZ_LOSJ02000001.1	Vibrio mimicus	strain=FDAARGOS_113	GCA_001471395.2	cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio	674	ARGOS_000038	v1.0	NCBI	1530651	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/471/395/GCA_001471395.2_ASM147139v2_genomic.gbff.gz	unitig_1_quiver_trim_quiver_pilon	0	-	2	-	-	-	-	-	-	-	-	GCF_001471395.2	-	-	-	haploid	Contig	-	-
NZ_LOSH02000004.1	Vibrio vulnificus	strain=FDAARGOS_118	GCA_001471465.2	cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio	672	ARGOS_000038	v1.0	NCBI	1530641	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/471/465/GCA_001471465.2_ASM147146v2_genomic.gbff.gz	unitig_0_quiver_quiver_pilon	0	-	4	-	-	-	-	-	-	-	-	GCF_001471465.2	-	-	-	haploid	Contig	-	-
NZ_LOSH02000001.1	Vibrio vulnificus	strain=FDAARGOS_118	GCA_001471465.2	cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio	672	ARGOS_000038	v1.0	NCBI	1530641	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/471/465/GCA_001471465.2_ASM147146v2_genomic.gbff.gz	unitig_1_quiver_trim_quiver_pilon	0	-	4	-	-	-	-	-	-	-	-	GCF_001471465.2	-	-	-	haploid	Contig	-	-
NZ_LOSH02000002.1	Vibrio vulnificus	strain=FDAARGOS_118	GCA_001471465.2	cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio	672	ARGOS_000038	v1.0	NCBI	1530641	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/471/465/GCA_001471465.2_ASM147146v2_genomic.gbff.gz	unitig_2_quiver_trim_quiver_pilon	0	-	4	-	-	-	-	-	-	-	-	GCF_001471465.2	-	-	-	haploid	Contig	-	-
NZ_LOSH02000003.1	Vibrio vulnificus	strain=FDAARGOS_118	GCA_001471465.2	cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio	672	ARGOS_000038	v1.0	NCBI	1530641	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/471/465/GCA_001471465.2_ASM147146v2_genomic.gbff.gz	unitig_3_quiver_trim_quiver_pilon	0	-	4	-	-	-	-	-	-	-	-	GCF_001471465.2	-	-	-	haploid	Contig	-	-
NZ_LOSL02000001.1	Vibrio cholerae	strain=FDAARGOS_103	GCA_001471585.2	cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio	666	ARGOS_000038	v1.0	NCBI	1530331	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/471/585/GCA_001471585.2_ASM147158v2_genomic.gbff.gz	scf7180000000004_quiver_pilon	0	-	2	-	-	-	-	-	-	-	-	GCF_001471585.2	-	-	-	haploid	Contig	-	-
NZ_LOSL02000002.1	Vibrio cholerae	strain=FDAARGOS_103	GCA_001471585.2	cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio	666	ARGOS_000038	v1.0	NCBI	1530331	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/471/585/GCA_001471585.2_ASM147158v2_genomic.gbff.gz	scf7180000000005_quiver_pilon	0	-	2	-	-	-	-	-	-	-	-	GCF_001471585.2	-	-	-	haploid	Contig	-	-
NZ_LOSI02000002.1	Vibrio vulnificus	strain=FDAARGOS_116	GCA_001471305.2	cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio	672	ARGOS_000038	v1.0	NCBI	1530321	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/471/305/GCA_001471305.2_ASM147130v2_genomic.gbff.gz	unitig_0_quiver_quiver_pilon	0	-	2	-	-	-	-	-	-	-	-	GCF_001471305.2	-	-	-	haploid	Contig	-	-
NZ_LOSI02000001.1	Vibrio vulnificus	strain=FDAARGOS_116	GCA_001471305.2	cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio	672	ARGOS_000038	v1.0	NCBI	1530321	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/471/305/GCA_001471305.2_ASM147130v2_genomic.gbff.gz	unitig_3_quiver_trim_quiver_pilon	0	-	2	-	-	-	-	-	-	-	-	GCF_001471305.2	-	-	-	haploid	Contig	-	-
NZ_LORY02000003.1	Vibrio vulnificus	strain=FDAARGOS_117	GCA_001471415.2	cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio	672	ARGOS_000038	v1.0	NCBI	1530251	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/471/415/GCA_001471415.2_ASM147141v2_genomic.gbff.gz	unitig_0_quiver_quiver_pilon	0	-	3	-	-	-	-	-	-	-	-	GCF_001471415.2	-	-	-	haploid	Contig	-	-
NZ_LORY02000002.1	Vibrio vulnificus	strain=FDAARGOS_117	GCA_001471415.2	cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio	672	ARGOS_000038	v1.0	NCBI	1530251	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/471/415/GCA_001471415.2_ASM147141v2_genomic.gbff.gz	unitig_1_quiver_quiver_pilon	0	-	3	-	-	-	-	-	-	-	-	GCF_001471415.2	-	-	-	haploid	Contig	-	-
NZ_LORY02000001.1	Vibrio vulnificus	strain=FDAARGOS_117	GCA_001471415.2	cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio	672	ARGOS_000038	v1.0	NCBI	1530251	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/471/415/GCA_001471415.2_ASM147141v2_genomic.gbff.gz	unitig_3_quiver_trim_quiver_pilon	0	-	3	-	-	-	-	-	-	-	-	GCF_001471415.2	-	-	-	haploid	Contig	-	-
NZ_CP044070.1	Vibrio parahaemolyticus	strain=FDAARGOS_662	GCA_008693745.1	cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio; Vibrio harveyi group	670	ARGOS_000038	v1.0	NCBI	4720791	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/693/745/GCA_008693745.1_ASM869374v1_genomic.gbff.gz	1	2	-	2	45.5	1833555	-	1833555	1833555	1833555	1	-	GCF_008693745.1	-	-	-	haploid	Complete Genome	-	-
NZ_CP044071.1	Vibrio parahaemolyticus	strain=FDAARGOS_662	GCA_008693745.1	cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio; Vibrio harveyi group	670	ARGOS_000038	v1.0	NCBI	4720791	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/693/745/GCA_008693745.1_ASM869374v1_genomic.gbff.gz	2	2	-	2	45.5	3320553	-	3320553	1833555	1833555	1	-	GCF_008693745.1	-	-	-	haploid	Complete Genome	-	-
NZ_CP044062.1	Vibrio parahaemolyticus	strain=FDAARGOS_667	GCA_008693625.1	cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio; Vibrio harveyi group	670	ARGOS_000038	v1.0	NCBI	4720731	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/693/625/GCA_008693625.1_ASM869362v1_genomic.gbff.gz	1	2	-	2	45.5	3260755	-	3260755	1742393	1742393	1	-	GCF_008693625.1	-	-	-	haploid	Complete Genome	-	-
NZ_CP044063.1	Vibrio parahaemolyticus	strain=FDAARGOS_667	GCA_008693625.1	cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio; Vibrio harveyi group	670	ARGOS_000038	v1.0	NCBI	4720731	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/693/625/GCA_008693625.1_ASM869362v1_genomic.gbff.gz	2	2	-	2	45.5	1742393	-	1742393	1742393	1742393	1	-	GCF_008693625.1	-	-	-	haploid	Complete Genome	-	-
NZ_CP020427.2	Vibrio parahaemolyticus	strain=FDAARGOS_191	GCA_002073775.2	cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio; Vibrio harveyi group	670	ARGOS_000038	v1.0	NCBI	1620511	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/073/775/GCA_002073775.2_ASM207377v2_genomic.gbff.gz	1	2	-	2	45.5	3295711	-	3295711	1877581	1877581	1	-	GCF_002073775.2	-	-	-	haploid	Complete Genome	-	-
NZ_CP020428.2	Vibrio parahaemolyticus	strain=FDAARGOS_191	GCA_002073775.2	cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio; Vibrio harveyi group	670	ARGOS_000038	v1.0	NCBI	1620511	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/073/775/GCA_002073775.2_ASM207377v2_genomic.gbff.gz	2	2	-	2	45.5	1877581	-	1877581	1877581	1877581	1	-	GCF_002073775.2	-	-	-	haploid	Complete Genome	-	-
NZ_CP014045.1	Vibrio alginolyticus	strain=FDAARGOS_114	GCA_002953975.1	cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio; Vibrio harveyi group	663	ARGOS_000038	v1.0	NCBI	1596241	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/953/975/GCA_002953975.1_ASM295397v1_genomic.gbff.gz	1	2	-	2	44.5	3372141	-	3372141	1806127	1806127	1	-	GCF_002953975.1	-	-	-	haploid	Complete Genome	-	-
NZ_CP014044.1	Vibrio alginolyticus	strain=FDAARGOS_114	GCA_002953975.1	cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio; Vibrio harveyi group	663	ARGOS_000038	v1.0	NCBI	1596241	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/953/975/GCA_002953975.1_ASM295397v1_genomic.gbff.gz	2	2	-	2	44.5	1806127	-	1806127	1806127	1806127	1	-	GCF_002953975.1	-	-	-	haploid	Complete Genome	-	-
NZ_CP014040.1	Vibrio alginolyticus	strain=FDAARGOS_110	GCA_002953535.1	cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio; Vibrio harveyi group	663	ARGOS_000038	v1.0	NCBI	1595801	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/953/535/GCA_002953535.1_ASM295353v1_genomic.gbff.gz	1	2	-	2	44.5	3434696	-	3434696	1833981	1833981	1	-	GCF_002953535.1	-	-	-	haploid	Complete Genome	-	-
NZ_CP014041.1	Vibrio alginolyticus	strain=FDAARGOS_110	GCA_002953535.1	cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio; Vibrio harveyi group	663	ARGOS_000038	v1.0	NCBI	1595801	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/953/535/GCA_002953535.1_ASM295353v1_genomic.gbff.gz	2	2	-	2	44.5	1833981	-	1833981	1833981	1833981	1	-	GCF_002953535.1	-	-	-	haploid	Complete Genome	-	-
NZ_CP014053.1	Vibrio alginolyticus	strain=FDAARGOS_108	GCA_002953515.1	cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio; Vibrio harveyi group	663	ARGOS_000038	v1.0	NCBI	1595791	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/953/515/GCA_002953515.1_ASM295351v1_genomic.gbff.gz	1	2	-	3	44.5	3418310	-	3418310	1810594	1810594	1	-	GCF_002953515.1	-	-	-	haploid	Complete Genome	-	-
NZ_CP014054.1	Vibrio alginolyticus	strain=FDAARGOS_108	GCA_002953515.1	cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio; Vibrio harveyi group	663	ARGOS_000038	v1.0	NCBI	1595791	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/953/515/GCA_002953515.1_ASM295351v1_genomic.gbff.gz	2	2	-	3	44.5	1810594	-	1810594	1810594	1810594	1	-	GCF_002953515.1	-	-	-	haploid	Complete Genome	-	-
NZ_CP014052.1	Vibrio alginolyticus	strain=FDAARGOS_108	GCA_002953515.1	cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio; Vibrio harveyi group	663	ARGOS_000038	v1.0	NCBI	1595791	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/953/515/GCA_002953515.1_ASM295351v1_genomic.gbff.gz	unnamed1	2	-	3	43.5	217123	-	217123	1810594	1810594	1	-	GCF_002953515.1	-	-	-	haploid	Complete Genome	-	-
NZ_CP014046.2	Vibrio parahaemolyticus	strain=ATCC 17802	GCA_001558495.2	cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio; Vibrio harveyi group	670	ARGOS_000038	v1.0	NCBI	1564421	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/558/495/GCA_001558495.2_ASM155849v2_genomic.gbff.gz	1	2	-	2	45.5	3286802	-	3286802	1865659	1865659	1	-	GCF_001558495.2	-	-	-	haploid	Complete Genome	-	-
NZ_CP014047.2	Vibrio parahaemolyticus	strain=ATCC 17802	GCA_001558495.2	cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio; Vibrio harveyi group	670	ARGOS_000038	v1.0	NCBI	1564421	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/558/495/GCA_001558495.2_ASM155849v2_genomic.gbff.gz	2	2	-	2	45	1865659	-	1865659	1865659	1865659	1	-	GCF_001558495.2	-	-	-	haploid	Complete Genome	-	-
NZ_CP014038.2	Vibrio harveyi	strain=FDAARGOS_107	GCA_001558435.2	cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio; Vibrio harveyi group	669	ARGOS_000038	v1.0	NCBI	1564381	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/558/435/GCA_001558435.2_ASM155843v2_genomic.gbff.gz	1	2	-	2	45	3718359	-	3718359	2320570	2320570	1	-	GCF_001558435.2	-	-	-	haploid	Complete Genome	-	-
NZ_CP014039.2	Vibrio harveyi	strain=FDAARGOS_107	GCA_001558435.2	cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio; Vibrio harveyi group	669	ARGOS_000038	v1.0	NCBI	1564381	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/558/435/GCA_001558435.2_ASM155843v2_genomic.gbff.gz	2	2	-	2	45	2320570	-	2320570	2320570	2320570	1	-	GCF_001558435.2	-	-	-	haploid	Complete Genome	-	-
NZ_CP026041.1	Vibrio parahaemolyticus	strain=FDAARGOS_51	GCA_001188185.2	cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio; Vibrio harveyi group	670	ARGOS_000038	v1.0	NCBI	1547681	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/188/185/GCA_001188185.2_ASM118818v2_genomic.gbff.gz	1	2	-	2	45.5	3316147	-	3316147	1833070	1833070	1	-	GCF_001188185.2	-	-	-	haploid	Complete Genome	-	-
NZ_CP026042.1	Vibrio parahaemolyticus	strain=FDAARGOS_51	GCA_001188185.2	cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio; Vibrio harveyi group	670	ARGOS_000038	v1.0	NCBI	1547681	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/188/185/GCA_001188185.2_ASM118818v2_genomic.gbff.gz	2	2	-	2	45.5	1833070	-	1833070	1833070	1833070	1	-	GCF_001188185.2	-	-	-	haploid	Complete Genome	-	-
NZ_LOSG02000001.1	Vibrio parahaemolyticus	strain=FDAARGOS_120	GCA_001471485.2	cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio; Vibrio harveyi group	670	ARGOS_000038	v1.0	NCBI	1530631	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/471/485/GCA_001471485.2_ASM147148v2_genomic.gbff.gz	unitig_0_quiver_pilon	0	-	3	-	-	-	-	-	-	-	-	GCF_001471485.2	-	-	-	haploid	Contig	-	-
NZ_LOSG02000003.1	Vibrio parahaemolyticus	strain=FDAARGOS_120	GCA_001471485.2	cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio; Vibrio harveyi group	670	ARGOS_000038	v1.0	NCBI	1530631	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/471/485/GCA_001471485.2_ASM147148v2_genomic.gbff.gz	unitig_1_quiver_pilon	0	-	3	-	-	-	-	-	-	-	-	GCF_001471485.2	-	-	-	haploid	Contig	-	-
NZ_LOSG02000002.1	Vibrio parahaemolyticus	strain=FDAARGOS_120	GCA_001471485.2	cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio; Vibrio harveyi group	670	ARGOS_000038	v1.0	NCBI	1530631	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/471/485/GCA_001471485.2_ASM147148v2_genomic.gbff.gz	unitig_2_quiver_pilon	0	-	3	-	-	-	-	-	-	-	-	GCF_001471485.2	-	-	-	haploid	Contig	-	-
NZ_JWSR02000001.1	Vibrio parahaemolyticus	strain=FDAARGOS_52	GCA_001188135.2	cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio; Vibrio harveyi group	670	ARGOS_000038	v1.0	NCBI	1530551	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/188/135/GCA_001188135.2_ASM118813v2_genomic.gbff.gz	scf7180000000008_quiver_pilon	0	-	4	-	-	-	-	-	-	-	-	GCF_001188135.2	-	-	-	haploid	Contig	-	-
NZ_JWSR02000002.1	Vibrio parahaemolyticus	strain=FDAARGOS_52	GCA_001188135.2	cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio; Vibrio harveyi group	670	ARGOS_000038	v1.0	NCBI	1530551	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/188/135/GCA_001188135.2_ASM118813v2_genomic.gbff.gz	scf7180000000009_quiver_pilon	0	-	4	-	-	-	-	-	-	-	-	GCF_001188135.2	-	-	-	haploid	Contig	-	-
NZ_JWSR02000003.1	Vibrio parahaemolyticus	strain=FDAARGOS_52	GCA_001188135.2	cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio; Vibrio harveyi group	670	ARGOS_000038	v1.0	NCBI	1530551	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/188/135/GCA_001188135.2_ASM118813v2_genomic.gbff.gz	scf7180000000010_quiver_pilon	0	-	4	-	-	-	-	-	-	-	-	GCF_001188135.2	-	-	-	haploid	Contig	-	-
NZ_JWSR02000004.1	Vibrio parahaemolyticus	strain=FDAARGOS_52	GCA_001188135.2	cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio; Vibrio harveyi group	670	ARGOS_000038	v1.0	NCBI	1530551	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/188/135/GCA_001188135.2_ASM118813v2_genomic.gbff.gz	scf7180000000011_quiver_pilon	0	-	4	-	-	-	-	-	-	-	-	GCF_001188135.2	-	-	-	haploid	Contig	-	-
NZ_LRIG02000002.1	Vibrio alginolyticus	strain=FDAARGOS_98	GCA_001525595.2	cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio; Vibrio harveyi group	663	ARGOS_000038	v1.0	NCBI	1530381	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/525/595/GCA_001525595.2_ASM152559v2_genomic.gbff.gz	unitig_0_quiver_quiver_pilon	0	-	3	-	-	-	-	-	-	-	-	GCF_001525595.2	-	-	-	haploid	Contig	-	-
NZ_LRIG02000001.1	Vibrio alginolyticus	strain=FDAARGOS_98	GCA_001525595.2	cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio; Vibrio harveyi group	663	ARGOS_000038	v1.0	NCBI	1530381	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/525/595/GCA_001525595.2_ASM152559v2_genomic.gbff.gz	unitig_1_quiver_trim_quiver_pilon	0	-	3	-	-	-	-	-	-	-	-	GCF_001525595.2	-	-	-	haploid	Contig	-	-
NZ_LRIG02000003.1	Vibrio alginolyticus	strain=FDAARGOS_98	GCA_001525595.2	cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio; Vibrio harveyi group	663	ARGOS_000038	v1.0	NCBI	1530381	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/525/595/GCA_001525595.2_ASM152559v2_genomic.gbff.gz	unitig_2_quiver_quiver_pilon	0	-	3	-	-	-	-	-	-	-	-	GCF_001525595.2	-	-	-	haploid	Contig	-	-
NZ_LOSN02000001.1	Vibrio alginolyticus	strain=FDAARGOS_97	GCA_001471275.2	cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio; Vibrio harveyi group	663	ARGOS_000038	v1.0	NCBI	1530361	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/471/275/GCA_001471275.2_ASM147127v2_genomic.gbff.gz	1_quiver_pilon	0	-	2	-	-	-	-	-	-	-	-	GCF_001471275.2	-	-	-	haploid	Contig	-	-
NZ_LOSN02000002.1	Vibrio alginolyticus	strain=FDAARGOS_97	GCA_001471275.2	cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio; Vibrio harveyi group	663	ARGOS_000038	v1.0	NCBI	1530361	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/471/275/GCA_001471275.2_ASM147127v2_genomic.gbff.gz	unitig_1_quiver_quiver_pilon	0	-	2	-	-	-	-	-	-	-	-	GCF_001471275.2	-	-	-	haploid	Contig	-	-
