organism_name	infraspecific_name	lineage	taxonomy_id	bco_id	schema_version	bioproject	biosample	strain	sra_run_id	genome_assembly_id	sample_name	instrument	isolate	collected_by	collection_date	geo_loc_name	isolation_source	lat_lon	culture_collection	host	host_age	host_description	host_disease	host_disease_outcome	host_disease_stage	host_health_state	host_sex	id_method
Streptococcus salivarius	Not applicable	Bacteria; Bacillati; Bacillota; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus	1304	ARGOS_000091	v1.6	PRJNA231221	SAMN11056486	FDAARGOS_771	SRR9641535	GCF_013267495.1	Pathogen: clinical or host-associated sample from Streptococcus salivarius	Illumina HiSeq 4000	Not applicable	BEI Resources/American Type and Culture Collection (ATCC)	Unknown	USA:VA	normal skin of the right arm	Not applicable	FDA:FDAARGOS_771	Homo sapiens	47Y	Not applicable	Unknown	Unknown	Unknown	Unknown	female	Phenotypic and Molecular Methods
Streptococcus salivarius	Not applicable	Bacteria; Bacillati; Bacillota; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus	1304	ARGOS_000091	v1.6	PRJNA231221	SAMN11056486	FDAARGOS_771	SRR9641541	GCF_013267495.1	Pathogen: clinical or host-associated sample from Streptococcus salivarius	PacBio RS	Not applicable	BEI Resources/American Type and Culture Collection (ATCC)	Unknown	USA:VA	normal skin of the right arm	Not applicable	FDA:FDAARGOS_771	Homo sapiens	47Y	Not applicable	Unknown	Unknown	Unknown	Unknown	female	Phenotypic and Molecular Methods
Streptococcus salivarius	Not applicable	Bacteria; Bacillati; Bacillota; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus	1304	ARGOS_000091	v1.6	PRJNA231221	SAMN11056486	FDAARGOS_771	SRR9641539	GCF_013267495.1	Pathogen: clinical or host-associated sample from Streptococcus salivarius	Sequel	Not applicable	BEI Resources/American Type and Culture Collection (ATCC)	Unknown	USA:VA	normal skin of the right arm	Not applicable	FDA:FDAARGOS_771	Homo sapiens	47Y	Not applicable	Unknown	Unknown	Unknown	Unknown	female	Phenotypic and Molecular Methods
Streptococcus salivarius	Not applicable	Bacteria; Bacillati; Bacillota; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus	1304	ARGOS_000091	v1.6	PRJNA231221	SAMN11056486	FDAARGOS_771	SRR9641536	GCF_013267495.1	Pathogen: clinical or host-associated sample from Streptococcus salivarius	Sequel	Not applicable	BEI Resources/American Type and Culture Collection (ATCC)	Unknown	USA:VA	normal skin of the right arm	Not applicable	FDA:FDAARGOS_771	Homo sapiens	47Y	Not applicable	Unknown	Unknown	Unknown	Unknown	female	Phenotypic and Molecular Methods
Streptococcus salivarius	Not applicable	Bacteria; Bacillati; Bacillota; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus	1304	ARGOS_000091	v1.6	PRJNA231221	SAMN11056486	FDAARGOS_771	SRR9641538	GCF_013267495.1	Pathogen: clinical or host-associated sample from Streptococcus salivarius	Sequel	Not applicable	BEI Resources/American Type and Culture Collection (ATCC)	Unknown	USA:VA	normal skin of the right arm	Not applicable	FDA:FDAARGOS_771	Homo sapiens	47Y	Not applicable	Unknown	Unknown	Unknown	Unknown	female	Phenotypic and Molecular Methods
Streptococcus salivarius	Not applicable	Bacteria; Bacillati; Bacillota; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus	1304	ARGOS_000091	v1.6	PRJNA231221	SAMN11056486	FDAARGOS_771	SRR9641537	GCF_013267495.1	Pathogen: clinical or host-associated sample from Streptococcus salivarius	Sequel	Not applicable	BEI Resources/American Type and Culture Collection (ATCC)	Unknown	USA:VA	normal skin of the right arm	Not applicable	FDA:FDAARGOS_771	Homo sapiens	47Y	Not applicable	Unknown	Unknown	Unknown	Unknown	female	Phenotypic and Molecular Methods
Streptococcus salivarius	Not applicable	Bacteria; Bacillati; Bacillota; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus	1304	ARGOS_000091	v1.6	PRJNA231221	SAMN11056486	FDAARGOS_771	SRR9641540	GCF_013267495.1	Pathogen: clinical or host-associated sample from Streptococcus salivarius	Sequel	Not applicable	BEI Resources/American Type and Culture Collection (ATCC)	Unknown	USA:VA	normal skin of the right arm	Not applicable	FDA:FDAARGOS_771	Homo sapiens	47Y	Not applicable	Unknown	Unknown	Unknown	Unknown	female	Phenotypic and Molecular Methods
Streptococcus mitis	Not applicable	Bacteria; Bacillati; Bacillota; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus; Streptococcus mitis group	28037	ARGOS_000091	v1.6	PRJNA231221	SAMN11056399	FDAARGOS_684	SRR9163305	GCF_009730515.1	Pathogen: clinical or host-associated sample from Streptococcus mitis	PacBio RS	Not applicable	ATCC	Unknown	USA:VA	Unknown	Not applicable	FDA:FDAARGOS_684	Unknown	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods
Streptococcus mitis	Not applicable	Bacteria; Bacillati; Bacillota; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus; Streptococcus mitis group	28037	ARGOS_000091	v1.6	PRJNA231221	SAMN11056399	FDAARGOS_684	SRR9163304	GCF_009730515.1	Pathogen: clinical or host-associated sample from Streptococcus mitis	Illumina HiSeq 4000	Not applicable	ATCC	Unknown	USA:VA	Unknown	Not applicable	FDA:FDAARGOS_684	Unknown	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods
Streptococcus pyogenes	Not applicable	Bacteria; Bacillati; Bacillota; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus	1314	ARGOS_000091	v1.6	PRJNA231221	SAMN10163208	FDAARGOS_514	SRR8179889	GCF_003812725.1	Pathogen: clinical or host-associated sample from Streptococcus pyogenes	Illumina HiSeq 4000	Not applicable	Children's National Hospital	1/21/16	not applicable	clinical isolate	Not applicable	FDA:FDAARGOS_514	Homo sapiens	6Y	Not applicable	Unknown	Unknown	Unknown	Unknown	male	Phenotypic and Molecular Methods
Streptococcus pyogenes	Not applicable	Bacteria; Bacillati; Bacillota; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus	1314	ARGOS_000091	v1.6	PRJNA231221	SAMN10163208	FDAARGOS_514	SRR8179890	GCF_003812725.1	Pathogen: clinical or host-associated sample from Streptococcus pyogenes	Illumina HiSeq 4000	Not applicable	Children's National Hospital	1/21/16	not applicable	clinical isolate	Not applicable	FDA:FDAARGOS_514	Homo sapiens	6Y	Not applicable	Unknown	Unknown	Unknown	Unknown	male	Phenotypic and Molecular Methods
Streptococcus pyogenes	Not applicable	Bacteria; Bacillati; Bacillota; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus	1314	ARGOS_000091	v1.6	PRJNA231221	SAMN10163208	FDAARGOS_514	SRR8179891	GCF_003812725.1	Pathogen: clinical or host-associated sample from Streptococcus pyogenes	PacBio RS	Not applicable	Children's National Hospital	1/21/16	not applicable	clinical isolate	Not applicable	FDA:FDAARGOS_514	Homo sapiens	6Y	Not applicable	Unknown	Unknown	Unknown	Unknown	male	Phenotypic and Molecular Methods
Streptococcus oralis		Bacteria; Bacillati; Bacillota; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus	1303	ARGOS_000091	v1.6	PRJNA231221	SAMN07312411	FDAARGOS_367	SRR5866638	GCF_002386345.1	Pathogen: clinical or host-associated sample from Streptococcus oralis	Illumina HiSeq 4000	Not Applicable	George Washington University	10/25/14	USA:DC	blood	Not Applicable	FDA:FDAARGOS_367	Homo sapiens	64Y	Missing	Endocarditits	Missing	Missing	Missing	female	Phenotypic characterization
Streptococcus oralis		Bacteria; Bacillati; Bacillota; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus	1303	ARGOS_000091	v1.6	PRJNA231221	SAMN07312411	FDAARGOS_367	SRR5866639	GCF_002386345.1	Pathogen: clinical or host-associated sample from Streptococcus oralis	PacBio RS	Not Applicable	George Washington University	10/25/14	USA:DC	blood	Not Applicable	FDA:FDAARGOS_367	Homo sapiens	64Y	Missing	Endocarditits	Missing	Missing	Missing	female	Phenotypic characterization
Streptococcus oralis	Not applicable	Bacteria; Bacillati; Bacillota; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus	1303	ARGOS_000091	v1.6	PRJNA231221	SAMN13450416	FDAARGOS_886	SRR12047976	GCF_016028175.1	Pathogen: clinical or host-associated sample from Streptococcus oralis	PacBio RS	Not applicable	DSMZ	Unknown	Not applicable	missing	Not applicable	DSM:27088	missing	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods
Streptococcus oralis	Not applicable	Bacteria; Bacillati; Bacillota; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus	1303	ARGOS_000091	v1.6	PRJNA231221	SAMN13450416	FDAARGOS_886	SRR12047975	GCF_016028175.1	Pathogen: clinical or host-associated sample from Streptococcus oralis	Illumina HiSeq 4000	Not applicable	DSMZ	Unknown	Not applicable	missing	Not applicable	DSM:27088	missing	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods
Streptococcus sp. FDAARGOS_520	Not applicable	cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus; unclassified Streptococcus	2420308	ARGOS_000091	v1.6	PRJNA231221	SAMN10163214	FDAARGOS_520	SRR8179985	GCF_003812685.1	Pathogen: clinical or host-associated sample from Streptococcus sp. FDAARGOS_520	PacBio RS	Not applicable	Children's National Hospital	3/8/16	not applicable	sputum	Not applicable	FDA:FDAARGOS_520	Homo sapiens	22Y	Not applicable	Cystic fibrosis	Unknown	Unknown	Unknown	female	Phenotypic and Molecular Methods
Streptococcus sp. FDAARGOS_520	Not applicable	cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus; unclassified Streptococcus	2420308	ARGOS_000091	v1.6	PRJNA231221	SAMN10163214	FDAARGOS_520	SRR8179984	GCF_003812685.1	Pathogen: clinical or host-associated sample from Streptococcus sp. FDAARGOS_520	Illumina HiSeq 4000	Not applicable	Children's National Hospital	3/8/16	not applicable	sputum	Not applicable	FDA:FDAARGOS_520	Homo sapiens	22Y	Not applicable	Cystic fibrosis	Unknown	Unknown	Unknown	female	Phenotypic and Molecular Methods
Streptococcus sp. FDAARGOS_520	Not applicable	cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus; unclassified Streptococcus	2420308	ARGOS_000091	v1.6	PRJNA231221	SAMN10163214	FDAARGOS_520	SRR8179983	GCF_003812685.1	Pathogen: clinical or host-associated sample from Streptococcus sp. FDAARGOS_520	Illumina HiSeq 4000	Not applicable	Children's National Hospital	3/8/16	not applicable	sputum	Not applicable	FDA:FDAARGOS_520	Homo sapiens	22Y	Not applicable	Cystic fibrosis	Unknown	Unknown	Unknown	female	Phenotypic and Molecular Methods
Streptococcus sp. FDAARGOS_520	Not applicable	cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus; unclassified Streptococcus	2420308	ARGOS_000091	v1.6	PRJNA231221	SAMN10163214	FDAARGOS_520	SRR8179986	GCF_003812685.1	Pathogen: clinical or host-associated sample from Streptococcus sp. FDAARGOS_520	PacBio RS	Not applicable	Children's National Hospital	3/8/16	not applicable	sputum	Not applicable	FDA:FDAARGOS_520	Homo sapiens	22Y	Not applicable	Cystic fibrosis	Unknown	Unknown	Unknown	female	Phenotypic and Molecular Methods
Streptococcus sp. FDAARGOS_256		cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus; unclassified Streptococcus	1975706	ARGOS_000091	v1.6	PRJNA231221	SAMN04875582	FDAARGOS_256	SRR4381674	GCF_002289235.2	Pathogen: clinical or host-associated sample from Streptococcus sp. FDAARGOS_256	Illumina HiSeq 4000	Not Applicable	George Washington University	8/17/14	USA:DC	blood	Not Applicable	FDA:FDAARGOS_256	Homo sapiens	2D	Missing	Infection with Streptococcus mitis	Missing	Missing	Missing	Missing	Phenotypic identification
Streptococcus sp. FDAARGOS_256		cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus; unclassified Streptococcus	1975706	ARGOS_000091	v1.6	PRJNA231221	SAMN04875582	FDAARGOS_256	SRR4124964	GCF_002289235.2	Pathogen: clinical or host-associated sample from Streptococcus sp. FDAARGOS_256	PacBio RS	Not Applicable	George Washington University	8/17/14	USA:DC	blood	Not Applicable	FDA:FDAARGOS_256	Homo sapiens	2D	Missing	Infection with Streptococcus mitis	Missing	Missing	Missing	Missing	Phenotypic identification
Vibrio furnissii	Not applicable	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio	29494	ARGOS_000091	v1.6	PRJNA231221	SAMN11056492	FDAARGOS_777	SRR9641600	GCF_006364355.1	Pathogen: clinical or host-associated sample from Vibrio furnissii	PacBio RS	Not applicable	NIST<ATCC	Unknown	USA:VA	ATCC Isolate	Not applicable	ATCC:35016	NIST Mixed Microbial RM strain	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods
Vibrio furnissii	Not applicable	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio	29494	ARGOS_000091	v1.6	PRJNA231221	SAMN11056492	FDAARGOS_777	SRR9641599	GCF_006364355.1	Pathogen: clinical or host-associated sample from Vibrio furnissii	Illumina HiSeq 4000	Not applicable	NIST<ATCC	Unknown	USA:VA	ATCC Isolate	Not applicable	ATCC:35016	NIST Mixed Microbial RM strain	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods
Vibrio cholerae		cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio	666	ARGOS_000091	v1.6	PRJNA231221	SAMN04875560	FDAARGOS_223	SRR4272622	GCF_002073335.2	Pathogen: clinical or host-associated sample from Vibrio cholerae	Illumina HiSeq 2000	Not Applicable	USAMRIID	Missing	USA:MD	blood	Not Applicable	FDA:FDAARGOS_223	Homo sapiens	Missing	Missing	Infection with Vibrio cholerae	Missing	Missing	Missing	Missing	Phenotypic identification
Vibrio cholerae		cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio	666	ARGOS_000091	v1.6	PRJNA231221	SAMN04875560	FDAARGOS_223	SRR4272621	GCF_002073335.2	Pathogen: clinical or host-associated sample from Vibrio cholerae	PacBio RS	Not Applicable	USAMRIID	Missing	USA:MD	blood	Not Applicable	FDA:FDAARGOS_223	Homo sapiens	Missing	Missing	Infection with Vibrio cholerae	Missing	Missing	Missing	Missing	Phenotypic identification
Vibrio diabolicus		cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio; Vibrio harveyi group; Vibrio diabolicus subgroup	50719	ARGOS_000091	v1.6	PRJNA231221	SAMN03996254	FDAARGOS_99	SRR2814829	GCF_002953355.1	Pathogen: environmental/food/other sample from Vibrio diabolicus	PacBio RS	Not Applicable	FDA CFSAN	1973	South Africa	cured hides	Not Applicable	FDA:FDAARGOS_99	Environment	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	16S and MLST
Vibrio diabolicus		cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio; Vibrio harveyi group; Vibrio diabolicus subgroup	50719	ARGOS_000091	v1.6	PRJNA231221	SAMN03996254	FDAARGOS_99	SRR2814830	GCF_002953355.1	Pathogen: environmental/food/other sample from Vibrio diabolicus	PacBio RS	Not Applicable	FDA CFSAN	1973	South Africa	cured hides	Not Applicable	FDA:FDAARGOS_99	Environment	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	16S and MLST
Vibrio diabolicus		cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio; Vibrio harveyi group; Vibrio diabolicus subgroup	50719	ARGOS_000091	v1.6	PRJNA231221	SAMN03996254	FDAARGOS_99	SRR2814828	GCF_002953355.1	Pathogen: environmental/food/other sample from Vibrio diabolicus	Illumina HiSeq 2500	Not Applicable	FDA CFSAN	1973	South Africa	cured hides	Not Applicable	FDA:FDAARGOS_99	Environment	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	16S and MLST
Vibrio mimicus		cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio	674	ARGOS_000091	v1.6	PRJNA231221	SAMN03996329	FDAARGOS_113	SRR2818083	GCF_001471395.2	Pathogen: clinical or host-associated sample from Vibrio mimicus	Illumina HiSeq 2500	Not Applicable	FDA CFSAN	Missing	USA: TN	human	Not Applicable	FDA:FDAARGOS_113	Homo sapiens	Missing	Missing	Vibrio infection	Missing	Missing	Missing	Missing	16S and MLST
Vibrio mimicus		cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio	674	ARGOS_000091	v1.6	PRJNA231221	SAMN03996329	FDAARGOS_113	SRR2818086	GCF_001471395.2	Pathogen: clinical or host-associated sample from Vibrio mimicus	PacBio RS	Not Applicable	FDA CFSAN	Missing	USA: TN	human	Not Applicable	FDA:FDAARGOS_113	Homo sapiens	Missing	Missing	Vibrio infection	Missing	Missing	Missing	Missing	16S and MLST
Vibrio mimicus		cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio	674	ARGOS_000091	v1.6	PRJNA231221	SAMN03996329	FDAARGOS_113	SRR2818085	GCF_001471395.2	Pathogen: clinical or host-associated sample from Vibrio mimicus	PacBio RS	Not Applicable	FDA CFSAN	Missing	USA: TN	human	Not Applicable	FDA:FDAARGOS_113	Homo sapiens	Missing	Missing	Vibrio infection	Missing	Missing	Missing	Missing	16S and MLST
Vibrio mimicus		cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio	674	ARGOS_000091	v1.6	PRJNA231221	SAMN03996329	FDAARGOS_113	SRR2818084	GCF_001471395.2	Pathogen: clinical or host-associated sample from Vibrio mimicus	PacBio RS	Not Applicable	FDA CFSAN	Missing	USA: TN	human	Not Applicable	FDA:FDAARGOS_113	Homo sapiens	Missing	Missing	Vibrio infection	Missing	Missing	Missing	Missing	16S and MLST
Vibrio parahaemolyticus	Not applicable	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio; Vibrio harveyi group	670	ARGOS_000091	v1.6	PRJNA231221	SAMN11056382	FDAARGOS_667	SRR8991262	GCF_008693625.1	Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus	Illumina HiSeq 4000	Not applicable	University of Louisville	Unknown	USA: KY	clinical isolate	Not applicable	FDA:FDAARGOS_667	Homo sapiens	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods
Vibrio parahaemolyticus	Not applicable	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio; Vibrio harveyi group	670	ARGOS_000091	v1.6	PRJNA231221	SAMN11056382	FDAARGOS_667	SRR8991263	GCF_008693625.1	Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus	PacBio RS	Not applicable	University of Louisville	Unknown	USA: KY	clinical isolate	Not applicable	FDA:FDAARGOS_667	Homo sapiens	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods
Vibrio alginolyticus		cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio; Vibrio harveyi group	663	ARGOS_000091	v1.6	PRJNA231221	SAMN03996257	FDAARGOS_98	SRR2814824	GCF_001525595.2	Pathogen: environmental/food/other sample from Vibrio alginolyticus	Illumina HiSeq 2500	Not Applicable	FDA CFSAN	1991	USA: HI	seawater	Not Applicable	FDA:FDAARGOS_98	Environment	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	16S and MLST
Vibrio alginolyticus		cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio; Vibrio harveyi group	663	ARGOS_000091	v1.6	PRJNA231221	SAMN03996257	FDAARGOS_98	SRR2814826	GCF_001525595.2	Pathogen: environmental/food/other sample from Vibrio alginolyticus	PacBio RS	Not Applicable	FDA CFSAN	1991	USA: HI	seawater	Not Applicable	FDA:FDAARGOS_98	Environment	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	16S and MLST
Vibrio alginolyticus		cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio; Vibrio harveyi group	663	ARGOS_000091	v1.6	PRJNA231221	SAMN03996257	FDAARGOS_98	SRR2814825	GCF_001525595.2	Pathogen: environmental/food/other sample from Vibrio alginolyticus	PacBio RS	Not Applicable	FDA CFSAN	1991	USA: HI	seawater	Not Applicable	FDA:FDAARGOS_98	Environment	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	16S and MLST
Mycolicibacterium smegmatis	Not applicable	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Mycobacteriales; Mycobacteriaceae; Mycolicibacterium	1772	ARGOS_000091	v1.6	PRJNA231221	SAMN22365124	FDAARGOS_1595	SRR17117385	GCF_020731585.1	Pathogen: clinical or host-associated sample from Mycolicibacterium smegmatis	Illumina NovaSeq 6000	Not applicable	DSMZ	Unknown	Germany: Braunschweig	DSMZ Isolate	Not applicable	DSM:43299	missing	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods
Mycolicibacterium smegmatis	Not applicable	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Mycobacteriales; Mycobacteriaceae; Mycolicibacterium	1772	ARGOS_000091	v1.6	PRJNA231221	SAMN22365124	FDAARGOS_1595	SRR17117386	GCF_020731585.1	Pathogen: clinical or host-associated sample from Mycolicibacterium smegmatis	Sequel	Not applicable	DSMZ	Unknown	Germany: Braunschweig	DSMZ Isolate	Not applicable	DSM:43299	missing	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods
Abiotrophia defectiva	Not applicable	cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Lactobacillales; Aerococcaceae; Abiotrophia	46125	ARGOS_000091	v1.6	PRJNA231221	SAMN11056500	FDAARGOS_785	SRR9641619	GCF_013267415.1	Pathogen: clinical or host-associated sample from Abiotrophia defectiva	PacBio RS	Not applicable	DSMZ	Unknown	Germany: Braunschweig	missing	Not applicable	DSM:9849	missing	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods
Abiotrophia defectiva	Not applicable	cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Lactobacillales; Aerococcaceae; Abiotrophia	46125	ARGOS_000091	v1.6	PRJNA231221	SAMN11056500	FDAARGOS_785	SRR9641621	GCF_013267415.1	Pathogen: clinical or host-associated sample from Abiotrophia defectiva	Illumina HiSeq 4000	Not applicable	DSMZ	Unknown	Germany: Braunschweig	missing	Not applicable	DSM:9849	missing	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods
Abiotrophia defectiva	Not applicable	cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Lactobacillales; Aerococcaceae; Abiotrophia	46125	ARGOS_000091	v1.6	PRJNA231221	SAMN11056500	FDAARGOS_785	SRR9641620	GCF_013267415.1	Pathogen: clinical or host-associated sample from Abiotrophia defectiva	PacBio RS	Not applicable	DSMZ	Unknown	Germany: Braunschweig	missing	Not applicable	DSM:9849	missing	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods
Agrobacterium pusense	Not applicable	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Alphaproteobacteria; Hyphomicrobiales; Rhizobiaceae; Rhizobium/Agrobacterium group; Agrobacterium	648995	ARGOS_000091	v1.6	PRJNA231221	SAMN11056348	FDAARGOS_633	SRR8984837	GCF_012272675.1	Pathogen: clinical or host-associated sample from Agrobacterium pusense	PacBio RS	Not applicable	University of Louisville	Unknown	USA: KY	clinical isolate	Not applicable	FDA:FDAARGOS_633	Homo sapiens	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods
Agrobacterium pusense	Not applicable	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Alphaproteobacteria; Hyphomicrobiales; Rhizobiaceae; Rhizobium/Agrobacterium group; Agrobacterium	648995	ARGOS_000091	v1.6	PRJNA231221	SAMN11056348	FDAARGOS_633	SRR8984835	GCF_012272675.1	Pathogen: clinical or host-associated sample from Agrobacterium pusense	Illumina HiSeq 4000	Not applicable	University of Louisville	Unknown	USA: KY	clinical isolate	Not applicable	FDA:FDAARGOS_633	Homo sapiens	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods
Agrobacterium pusense	Not applicable	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Alphaproteobacteria; Hyphomicrobiales; Rhizobiaceae; Rhizobium/Agrobacterium group; Agrobacterium	648995	ARGOS_000091	v1.6	PRJNA231221	SAMN11056348	FDAARGOS_633	SRR8984836	GCF_012272675.1	Pathogen: clinical or host-associated sample from Agrobacterium pusense	PacBio RS	Not applicable	University of Louisville	Unknown	USA: KY	clinical isolate	Not applicable	FDA:FDAARGOS_633	Homo sapiens	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods
Agrobacterium pusense	Not applicable	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Alphaproteobacteria; Hyphomicrobiales; Rhizobiaceae; Rhizobium/Agrobacterium group; Agrobacterium	648995	ARGOS_000091	v1.6	PRJNA231221	SAMN11056348	FDAARGOS_633	SRR8984838	GCF_012272675.1	Pathogen: clinical or host-associated sample from Agrobacterium pusense	PacBio RS	Not applicable	University of Louisville	Unknown	USA: KY	clinical isolate	Not applicable	FDA:FDAARGOS_633	Homo sapiens	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods
Yersinia pestis	Not applicable	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Yersiniaceae; Yersinia; Yersinia pseudotuberculosis complex	632	ARGOS_000091	v1.6	PRJNA231221	SAMN10228583	FDAARGOS_603	SRR8072961	GCF_003798205.1	Pathogen: clinical or host-associated sample from Yersinia pestis	Illumina HiSeq 4000	Not applicable	USAMRIID	Unknown	Japan	UCC isolate	Not applicable	FDA:FDAARGOS_603	UCC strain	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	not collected	Phenotypic and Molecular Methods
